Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@vivaiofranciacorta,Vivaio Franciacorta,Adro (BS),Vivaio e manutenzione giardini,1384,R,"cercato «vivaio franciacorta» nella ricerca di Instagram → [verifica-azienda] profilo letto dall'API il 23/9: 1254 post, 1384 follower. Che è strutturata si vede dal profilo: realizzazione e manutenzione giardini, piante da interno, esterno e frutto in via San Pancrazio 6A ad Adro, 1254 post di cantieri e serre, cioe' vendita piu' squadre esterne. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende agricole e vivaistiche della zona. La vostra ad Adro tiene insieme il vivaio e le squadre che fanno e mantengono i giardini fuori. Milleduecento post di cantieri dicono già molto di come lavorate.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Vivaio Franciacorta, Adro (via San Pancrazio 6A). 1.384 follower, 1.254 post. Realizzazione e manutenzione giardini, piante. Tel. 351 8686302. Sito vivaiofranciacorta.it.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@2emmepose,2 Emme Pose,Seregno (MB),Posa pavimenti e rivestimenti,423,R,"cercato «pavimenti milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall'API il 23/9: 237 post, 423 follower. Che è strutturata si vede dal profilo: posa di pavimenti e rivestimenti per edilizia pubblica e privata, grandi lastre, piscine e centri benessere, facciate esterne, parquet, con sede in via Londra 42, cioe' squadre di posa su cantieri diversi. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra posa grandi lastre, piscine, facciate e parquet, con cantieri pubblici e privati insieme: squadre diverse su lavori diversi, ogni settimana.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","2 Emme Pose, Seregno (via Londra 42). 423 follower, 237 post. Posa pavimenti e rivestimenti: grandi lastre, piscine, facciate, parquet. Tel. 347 2481958. Sito 2emme-pose.it.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@pavus_milano,Pavus,Milano (MI),Pavimenti e rivestimenti dal 1971,694,R,"cercato «pavimenti milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall'API il 23/9: 583 post, 694 follower. Che è strutturata si vede dal profilo: dal 1971 vendita di parquet, gres, marmo e piastrelle con showroom in viale Vittorio Veneto, cioe' magazzino, showroom e posa. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra è a Milano dal 1971: parquet, gres, marmo e piastrelle, con lo showroom e i cantieri dietro. Cinquant'anni di magazzino da far girare.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Pavus, Milano (viale Vittorio Veneto). 694 follower, 583 post. Pavimenti e rivestimenti dal 1971: parquet, gres, marmo, piastrelle. Sito pavus.it.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@cmg_grop,Carpenteria Metallica Grop,Paderno Dugnano (MI),Carpenteria metallica per architettura,16661,R,"cercato «carpenteria metallica milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall'API il 23/9: 234 post, 16661 follower. Che è strutturata si vede dal profilo: lavorazioni in metallo per architettura ed edilizia in via De Nicola 4A, sedicimila follower e un telefono fisso, cioe' officina, progettazione e posa. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra fa carpenteria per l'architettura, non solo per l'edilizia: sedicimila persone seguono un'officina di Paderno, e non capita spesso. Progetto, taglio, saldatura e posa nella stessa ditta.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Carpenteria Metallica Grop, Paderno Dugnano (via De Nicola 4A). 16.661 follower, 234 post. Lavorazioni in metallo per architettura ed edilizia. Tel. 02 9106650. Sito gropitalia.it.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@ydroterm_di_lenares_g,Ydroterm,Valmorea (CO),Impianti idraulici e piscine,157,R,"cercato «piscine como» nella ricerca di Instagram → [verifica-azienda] profilo letto dall'API il 23/9: 52 post, 157 follower. Che è strutturata si vede dal profilo: impianti idraulici garantiti e piscine in sabbia solidificata tra Como e Varese, con sede a Valmorea e telefono fisso, cioe' squadre su cantieri e un prodotto proprio. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra fa impianti idraulici e in più le piscine con la sabbia solidificata, tra Como e Varese: un prodotto vostro dentro un mestiere di cantiere.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Ydroterm, Valmorea (CO). 157 follower, 52 post. Impianti idraulici, piscine in Sabbia Solidificata. Tel. 031 806107. Sito ydroterm.com.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@guariscopavimenti,Guarisco Pavimenti,Como (CO),"Pavimenti e rivestimenti, posa",288,R,"cercato «pavimenti como» nella ricerca di Instagram → [verifica-azienda] profilo letto dall'API il 23/9: 109 post, 288 follower. Che è strutturata si vede dal profilo: pavimenti e rivestimenti per architetti, imprese edili e privati in Lombardia, posa e manutenzione di gres, parquet, marmo e decking, cioe' vendita piu' squadre di posa. Link in bio: linktr.ee.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra lavora per architetti, imprese edili, privati: gres, parquet, marmo, decking, con la posa. Poi la manutenzione. Tre clienti diversi, tre modi di lavorare.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Guarisco Pavimenti, Como. 288 follower, 109 post. Pavimenti e rivestimenti per architetti, imprese e privati; posa e manutenzione. Link in bio Linktree.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@bbc_soluzionienergetiche,BBC Soluzioni Energetiche,Besozzo (VA),Fotovoltaico,248,R,"cercato «fotovoltaico varese» nella ricerca di Instagram → [verifica-azienda] profilo letto dall'API il 23/9: 290 post, 248 follower. Che è strutturata si vede dal profilo: fotovoltaico per privati e aziende con finanziamenti e assistenza, sede in via dei Mille 2 e telefono fisso, 290 post di impianti, cioe' commerciale, progettazione e squadre di installazione. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra installa fotovoltaico per case e aziende da Besozzo, con la parte dei finanziamenti fatta in casa: duecentonovanta post di tetti sono un bel registro dei cantieri.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","BBC Soluzioni Energetiche, Besozzo (via dei Mille 2). 248 follower, 290 post. Fotovoltaico per privati e business, finanziamenti, assistenza. Tel. 0332 1695199. Sito bbcsoluzionienergetiche.com.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@pathosartlecco,Pathos Art Lecco,Lecco (LC),Rivestimenti continui e showroom,1744,R,"cercato «pavimenti lecco» nella ricerca di Instagram → [verifica-azienda] profilo letto dall'API il 23/9: 349 post, 1744 follower. Che è strutturata si vede dal profilo: rivestimenti continui in resina e microcemento, carta da parati su misura, boiserie e parquet, con lo showroom in corso Martiri della Liberazione 159, cioe' showroom piu' squadre di posa. Link in bio: Google.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra a Lecco tiene insieme lo showroom in corso Martiri e le squadre che posano resina, microcemento e boiserie nei cantieri. Chi vende e chi posa, sotto lo stesso nome.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Pathos Art, Lecco (corso Martiri della Liberazione 159). 1.744 follower, 349 post. Rivestimenti continui: resina, microcemento, carta da parati, boiserie, parquet. Tel. 348 7480419.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@professionepiscinepavia,Professione Piscine,Pavia (PV),Costruzione e manutenzione piscine,247,R,"cercato «piscine pavia» nella ricerca di Instagram → [verifica-azienda] profilo letto dall'API il 23/9: 57 post, 247 follower. Che è strutturata si vede dal profilo: progettazione, costruzione, manutenzione e assistenza piscine, piu' prodotti chimici e accessori, sede in via Bona di Savoia 1G, cioe' negozio, cantieri e assistenza stagionale. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra a Pavia fa la piscina e poi la segue: costruzione, manutenzione, assistenza e il negozio dei prodotti. Un lavoro che d'estate esplode e d'inverno si ferma.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Professione Piscine, Pavia (via Bona di Savoia 1G). 247 follower, 57 post. Progettazione, costruzione, manutenzione, assistenza, prodotti. Tel. 0382 570825. Sito professionepiscine.com.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@maguglianisrl,Magugliani dal 1800,Marcallo con Casone (MI),"Case in legno, porte e serramenti",965,R,"cercato «profili vicini a @insegne.milano.group» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 23/9: 761 post, 965 follower. Che è strutturata si vede dal profilo: piu' di cent'anni di attivita', case prefabbricate in legno, porte e serramenti, coperture, sede in viale De Gasperi 220, cioe' produzione, cantieri e posa. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra è del 1800: case in legno, porte e serramenti a Marcallo, con settecento post di cantieri. Più di un secolo di processi che si sono dovuti reinventare.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Magugliani dal 1800, Marcallo con Casone (viale De Gasperi 220). 965 follower, 761 post. Case prefabbricate in legno, porte e serramenti, coperture. Tel. 02 97254250. Sito maguglianisrl.com.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@idealcontrol_piscine,IdealControl Piscine,Concorezzo (MB),Piscine private e pubbliche,1123,R,"cercato «profili vicini a @insegne.milano.group» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 23/9: 132 post, 1123 follower. Che è strutturata si vede dal profilo: oltre quarant'anni di piscine private e pubbliche, dalla progettazione alla manutenzione, sede in via Brodolini 4 e telefono fisso, cioe' progettazione, cantieri e assistenza. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra fa piscine da più di quarant'anni, private e pubbliche, dal progetto alla manutenzione: una piscina comunale e una di villa sono due cantieri che non si somigliano.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","IdealControl Piscine, Concorezzo (via Brodolini 4). 1.123 follower, 132 post. Oltre 40 anni, piscine private e pubbliche. Tel. 039 647871. Sito idealcontrol.it.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
@elettrocalor_srl,Elettrocalor,Abbiategrasso (MI),Assistenza caldaie e condizionatori,272,R,"cercato «profili vicini a @insegne.milano.group» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 23/9: 380 post, 272 follower. Che è strutturata si vede dal profilo: vendita, assistenza e manutenzione di caldaie, condizionatori e bruciatori, centro Riello in via Puecher 30, 380 post, cioe' tecnici in giro e magazzino ricambi. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende della zona. La vostra è il centro Riello di Abbiategrasso: caldaie, condizionatori e bruciatori, con i tecnici che girano tutto l'anno e le chiamate che si accumulano ai primi freddi.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Elettrocalor, Abbiategrasso (via Puecher 30). 272 follower, 380 post. Centro Riello: vendita, assistenza, manutenzione caldaie e condizionatori. Tel. 02 94969670. Sito elettrocalorfassina.it.",2026-09-23-instagram-ricerca-lombardia,ricerca,,
