Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@dianails_brescia,Diana Brescia Unghie,Brescia (BS),Nail e PMU,2338,1,"cercato «unghie brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 223 post · [verifica-sito] motori «""Diana Brescia Unghie"" Brescia»: 2 risultati · domini: nessuno risponde · directory: instagram.com, facebook.com",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso. Il nostro sito è www.denkicode.com

Ho guardato il profilo di Diana Brescia Unghie. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. In bio c'è l'indirizzo, via Martinengo Cesaresco 12, e anche cosa non fa: niente forma ballerina sulle unghie corte.

La bozza è già pronta, fatta con le sue foto. Le va se gliela mando?","Brescia (BS). In bio c'e' l'indirizzo, via martinengo cesaresco 12, e anche cosa non fa: niente forma ballerina sulle unghie corte. 2338 follower, 223 post. Trovata cercando «unghie brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@giorgia.beautystudio,Giorgia Beauty Studio,Brescia (BS),Estetica avanzata,725,1,"cercato «centro estetico brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 36 post · [verifica-sito] motori «""Giorgia Beauty Studio"" Brescia»: 5 risultati · domini: nessuno risponde · directory: facebook.com, aromavero.it, informazione-aziende.it, empresite.it",,,"Buongiorno, sono Patrick Sappa. Ho una software house a Seveso, DenkiCode, www.denkicode.com

Ho guardato il profilo di Giorgia Beauty Studio. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. Estetica tradizionale e avanzata, antiaging e rimodellamento: quattro percorsi che vogliono una pagina per essere spiegati.

Il suo sito esiste già in bozza, con le foto che pubblica lei. Glielo mando, lo guarda quando ha tempo?","Brescia (BS). Estetica tradizionale e avanzata, antiaging e rimodellamento: quattro percorsi che vogliono una pagina per essere spiegati. 725 follower, 36 post. Trovata cercando «centro estetico brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@jessica_taiola_nails,Jessica Nails,Lumezzane (BS),Nail,1987,5,"cercato «nails lumezzane» nella ricerca di Instagram → profilo aperto e letto il 12/9, 462 post · [verifica-sito] motori «""Jessica Nails"" Lumezzane»: 3 risultati · domini: jessicanails.com (parcheggiato, indovinato); jessica-nails.ch (parcheggiato, indovinato) · directory: instagram.com, facebook.com, beautypassport.it",,,"Buongiorno, sono Patrick Sappa, DenkiCode, software house a Seveso: www.denkicode.com

Ho guardato il profilo di Jessica Nails. Quello che ha non è un sito suo: il link in bio riporta su Instagram stesso. Chi clicca torna da dove è partito.

La bozza del suo sito è già pronta, con le sue foto e il suo nome. Gliela mando?","Lumezzane (BS). Il link in bio riporta su instagram stesso, quindi chi clicca torna da dove e' partito. 1987 follower, 462 post. Trovata cercando «nails lumezzane» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@nadia_ohmynails,Nadia Natural Nail Artist,Brescia (BS),Nail,1622,1,"cercato «nail artist brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 493 post · [verifica-sito] motori «""Nadia Natural Nail Artist"" Brescia»: 0 risultati · domini: nessuno risponde",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso. Il nostro sito è www.denkicode.com

Ho guardato il profilo di Nadia Natural Nail Artist. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. Fa la manicure russa e il dual form, due tecniche che si cercano per nome, e non c'è una pagina che le spieghi.

Il sito l'ho già fatto: è una bozza vera, con le sue foto e il suo nome. Glielo giro qui?","Brescia (BS). Fa la manicure russa e il dual form, due tecniche che si cercano per nome, e non c'e' una pagina che le spieghi. 1622 follower, 493 post. Trovata cercando «nail artist brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@naif_passirano,Naif Centro Estetico,Passirano (BS),Estetica avanzata,693,1,"cercato «centro estetico chiari» nella ricerca di Instagram → profilo aperto e letto il 12/9, 26 post · [verifica-sito] motori «""Naif Centro Estetico"" Passirano»: 2 risultati · domini: nessuno risponde · directory: facebook.com, ufficiocamerale.it",,,"Buongiorno, sono Patrick Sappa. Ho una software house a Seveso, DenkiCode, www.denkicode.com

Ho guardato il profilo di Naif Centro Estetico. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. Due titolari, Federica Passeri e Chiara Paderni, con epilazione laser ed estetica avanzata.

La bozza è già pronta, fatta con le sue foto. Le va se gliela mando?","Passirano (BS). Due titolari, federica passeri e chiara paderni, con epilazione laser ed estetica avanzata. 693 follower, 26 post. Trovata cercando «centro estetico chiari» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@nails.by.miicaela,Micaela Pizzi Unghie,Brescia (BS),Nail,567,1,"cercato «nails brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 102 post · [verifica-sito] motori «""Micaela Pizzi Unghie"" Brescia»: 0 risultati · domini: nessuno risponde",,,"Buongiorno, sono Patrick Sappa, DenkiCode, software house a Seveso: www.denkicode.com

Ho guardato il profilo di Micaela Pizzi Unghie. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. Lavora in via Flero 46 dentro Be.Long Tattoo Beauty Lab, e chi cerca il suo nome trova quello del lab.

Il suo sito esiste già in bozza, con le foto che pubblica lei. Glielo mando, lo guarda quando ha tempo?","Brescia (BS). Lavora in via flero 46 dentro be.long tattoo beauty lab, e chi cerca il suo nome trova quello del lab. 567 follower, 102 post. Trovata cercando «nails brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@nails.robyy,Roberta Nail Artist,Brescia (BS),Nail,1429,1,"cercato «nail artist brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 112 post · [verifica-sito] motori «""Roberta Nail Artist"" Brescia»: 0 risultati · domini: nessuno risponde",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso. Il nostro sito è www.denkicode.com

Ho guardato il profilo di Roberta Nail Artist. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. Fa anche i corsi, e un corso senza una pagina dove iscriversi si vende solo in chat.

La bozza del suo sito è già pronta, con le sue foto e il suo nome. Gliela mando?","Brescia (BS). Fa anche i corsi, e un corso senza una pagina dove iscriversi si vende solo in chat. 1429 follower, 112 post. Trovata cercando «nail artist brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@nails_art_by_pinkploy,Nails Art by Pinkploy,Brescia (BS),Nail,828,1,"cercato «nails brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 344 post · [verifica-sito] motori «""Nails Art by Pinkploy"" Brescia»: 0 risultati · domini: nessuno risponde",,,"Buongiorno, sono Patrick Sappa. Ho una software house a Seveso, DenkiCode, www.denkicode.com

Ho guardato il profilo di Nails Art by Pinkploy. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. In bio c'è il protocollo di sterilizzazione MOZ, che è un argomento di vendita e sta scritto in una riga.

Il sito l'ho già fatto: è una bozza vera, con le sue foto e il suo nome. Glielo giro qui?","Brescia (BS). In bio c'e' il protocollo di sterilizzazione moz, che e' un argomento di vendita e sta scritto in una riga. 828 follower, 344 post. Trovata cercando «nails brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@nails_brescia,Brescia Nails tecnica ucraina,Brescia (BS),Nail,453,1,"cercato «nails brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 53 post · [verifica-sito] motori «""Brescia Nails tecnica ucraina"" Brescia»: 0 risultati · domini: nessuno risponde",,,"Buongiorno, sono Patrick Sappa, DenkiCode, software house a Seveso: www.denkicode.com

Ho guardato il profilo di Brescia Nails tecnica ucraina. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. La tecnica ucraina e la laminazione sopracciglia sono due specialità. Stanno scritte mezze in italiano, mezze in cirillico.

La bozza è già pronta, fatta con le sue foto. Le va se gliela mando?","Brescia (BS). La tecnica ucraina e la laminazione sopracciglia sono due specialita', e stanno scritte mezze in italiano e mezze in cirillico. 453 follower, 53 post. Trovata cercando «nails brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@nailsbysara2.0,Sara Nails Lumezzane,Lumezzane (BS),Nail,2262,1,"cercato «nails lumezzane» nella ricerca di Instagram → profilo aperto e letto il 12/9, 999 post · [verifica-sito] motori «""Sara Nails Lumezzane"" Lumezzane»: 0 risultati · domini: nessuno risponde",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso. Il nostro sito è www.denkicode.com

Ho guardato il profilo di Sara Nails Lumezzane. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. 999 post e la specializzazione sul refill slim, che è una nicchia che si cerca per nome.

Il suo sito esiste già in bozza, con le foto che pubblica lei. Glielo mando, lo guarda quando ha tempo?","Lumezzane (BS). 999 post e la specializzazione sul refill slim, che e' una nicchia che si cerca per nome. 2262 follower, 999 post. Trovata cercando «nails lumezzane» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@palomagardone,Paloma Gardone Nail Design,Gardone Val Trompia (BS),Nail,1028,1,"cercato «nails gardone» nella ricerca di Instagram → profilo aperto e letto il 12/9, 16 post · [verifica-sito] motori «""Paloma Gardone Nail Design"" Gardone Val Trompia»: 0 risultati · domini: nessuno risponde",,,"Buongiorno, sono Patrick Sappa. Ho una software house a Seveso, DenkiCode, www.denkicode.com

Ho guardato il profilo di Paloma Gardone Nail Design. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. Mille follower e sedici post: il profilo è appena partito e non c'è altro a cui mandare la gente.

La bozza del suo sito è già pronta, con le sue foto e il suo nome. Gliela mando?","Gardone Val Trompia (BS). Mille follower e sedici post: il profilo e' appena partito e non c'e' altro a cui mandare la gente. 1028 follower, 16 post. Trovata cercando «nails gardone» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@sofi_nailsandbeauty,Sofi Nails and Beauty,Verolanuova (BS),Nail,691,1,"cercato «onicotecnica brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 127 post · [verifica-sito] motori «""Sofi Nails and Beauty"" Verolanuova»: 0 risultati · domini: nessuno risponde",,,"Buongiorno, sono Patrick Sappa, DenkiCode, software house a Seveso: www.denkicode.com

Ho guardato il profilo di Sofi Nails and Beauty. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. Lavora solo su appuntamento con il numero in bio, e chi la cerca di sera non trova dove prenotare.

Il sito l'ho già fatto: è una bozza vera, con le sue foto e il suo nome. Glielo giro qui?","Verolanuova (BS). Lavora solo su appuntamento con il numero in bio, e chi la cerca di sera non trova dove prenotare. 691 follower, 127 post. Trovata cercando «onicotecnica brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@tati_estetista,Tati Estetista,Brescia (BS),Nail e estetica,316,5,"cercato «estetista brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 96 post · [verifica-sito] motori «""Tati Estetista"" Brescia»: 0 risultati · domini: nessuno risponde",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso. Il nostro sito è www.denkicode.com

Ho guardato il profilo di Tati Estetista. Quello che ha non è un sito suo: il link in bio è una pagina Taplink, che è un elenco di bottoni e non un sito suo.

La bozza è già pronta, fatta con le sue foto. Le va se gliela mando?","Brescia (BS). Il link in bio e' una pagina taplink, che e' un elenco di bottoni e non un sito suo. 316 follower, 96 post. Trovata cercando «estetista brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@vale_nails_chiari,Valenails,Chiari (BS),Nail,329,5,"cercato «nails chiari» nella ricerca di Instagram → profilo aperto e letto il 12/9, 772 post · [verifica-sito] motori «""Valenails"" Chiari»: 5 risultati · domini: valentinails.blogspot.com (piattaforma: ValeNails ♥); valenails.it (parcheggiato, indovinato); valenails.com (vivo, indovinato: Home - VALE NAILS Campbell) · directory: instagram.com, facebook.com, tiktok.com, booking.page — valenails.com è «VALE NAILS Campbell», California: stesso nome ma altra attività",,,"Buongiorno, sono Patrick Sappa. Ho una software house a Seveso, DenkiCode, www.denkicode.com

Ho guardato il profilo di Valenails. Quello che ha non è un sito suo: il link in bio apre WhatsApp. Chi vuole solo guardare i prezzi deve scrivere a qualcuno.

Il suo sito esiste già in bozza, con le foto che pubblica lei. Glielo mando, lo guarda quando ha tempo?","Chiari (BS). Il link in bio apre whatsapp, quindi chi vuole solo guardare i prezzi deve scrivere a qualcuno. 329 follower, 772 post. Trovata cercando «nails chiari» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@vanessa.estetista,Vanessa Estetista,Bovezzo (BS),Estetica,818,1,"cercato «estetista brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 41 post · [verifica-sito] motori «""Vanessa Estetista"" Bovezzo»: 2 risultati · domini: nessuno risponde · directory: instagram.com, facebook.com",,,"Buongiorno, sono Patrick Sappa, DenkiCode, software house a Seveso: www.denkicode.com

Ho guardato il profilo di Vanessa Estetista. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. Lavora fra Brescia e Parma, su appuntamento, e due zone senza una pagina sono due volte più difficili da spiegare.

La bozza del suo sito è già pronta, con le sue foto e il suo nome. Gliela mando?","Bovezzo (BS). Lavora fra brescia e parma, su appuntamento, e due zone senza una pagina sono due volte piu' difficili da spiegare. 818 follower, 41 post. Trovata cercando «estetista brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@j.olga_brescia,J.OLGA Parrucchieri,Brescia (BS),Parrucchieri,9087,1,"cercato «parrucchiere brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 1962 post · [verifica-sito] motori «""J.OLGA Parrucchieri"" Brescia»: 3 risultati · domini: brescia.bakeca.it (non risponde) · directory: instagram.com, facebook.com",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso. Il nostro sito è www.denkicode.com

Ho guardato il profilo di J.OLGA Parrucchieri. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. 9.087 follower, 1.962 post e il telefono in bio: tutto tranne un posto dove atterri chi cerca «parrucchiere Brescia».

Il sito l'ho già fatto: è una bozza vera, con le sue foto e il suo nome. Glielo giro qui?","Brescia (BS). 9.087 follower, 1.962 post e il telefono in bio: tutto tranne un posto dove atterri chi cerca «parrucchiere brescia». 9087 follower, 1962 post. Trovata cercando «parrucchiere brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@parrucchierebrescia,FE HAIR,Brescia (BS),Parrucchieri,2050,1,"cercato «parrucchiere brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 217 post · [verifica-sito] motori «""FE HAIR"" Brescia»: 5 risultati · domini: brnetwork.eu (vivo: Home - BRnetwork) · directory: instagram.com, localshop24.com, italiarecensioni.com, onebooking.fr",,,"Buongiorno, sono Patrick Sappa. Ho una software house a Seveso, DenkiCode, www.denkicode.com

Ho guardato il profilo di FE HAIR. Su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no. Il profilo si chiama come la ricerca, «parrucchiere Brescia», e su Google quella ricerca porta altrove.

La bozza è già pronta, fatta con le sue foto. Le va se gliela mando?","Brescia (BS). Il profilo si chiama come la ricerca, «parrucchiere brescia», e su google quella ricerca porta altrove. 2050 follower, 217 post. Trovata cercando «parrucchiere brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@dacciuntaglio_brescia,Dacci un Taglio,Brescia (BS),Parrucchieri,400,5,"cercato «parrucchiere brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 72 post · [verifica-sito] motori «""Dacci un Taglio"" Brescia»: 6 risultati · domini: dacciuntaglio.store (vivo); wanderboat.ai (non risponde); dacciuntaglio.it (parcheggiato, indovinato); dacciuntaglio.com (vivo, indovinato) · directory: instagram.com, treatwell.it, facebook.com, italiarecensioni.com — dacciuntaglio.store è un salone di Bareggio (MI), via Milano 81, aperto e letto: stesso nome ma altra attività e diverso indirizzo dal salone di via Chiusure a Brescia",,,"Buongiorno, sono Patrick Sappa, DenkiCode, software house a Seveso: www.denkicode.com

Ho guardato il profilo di Dacci un Taglio. Quello che ha non è un sito suo: per prenotare mandate la gente su WhatsApp o su Treatwell, che è la vetrina di Treatwell e non la vostra.

Il suo sito esiste già in bozza, con le foto che pubblica lei. Glielo mando, lo guarda quando ha tempo?","Brescia (BS). Per prenotare mandate la gente su whatsapp o su treatwell, che e' la vetrina di treatwell e non la vostra. 400 follower, 72 post. Trovata cercando «parrucchiere brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
@bossbarberbrescia,Boss Barber Brescia,Brescia (BS),Barber,2134,5,"cercato «barber brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 88 post · [verifica-sito] motori «""Boss Barber Brescia"" Brescia»: 1 risultati · domini: nessuno risponde · directory: instagram.com",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso. Il nostro sito è www.denkicode.com

Ho guardato il profilo di Boss Barber Brescia. Quello che ha non è un sito suo: il link in bio è la scheda Google Maps, che mostra dove siete ma non cosa fate.

La bozza del suo sito è già pronta, con le sue foto e il suo nome. Gliela mando?","Brescia (BS). Il link in bio e' la scheda google maps, che mostra dove siete ma non cosa fate. 2134 follower, 88 post. Trovata cercando «barber brescia» su Instagram.",2026-09-13-instagram-siti-brescia.csv,siti,,
