Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@carrozzeriacrippa,Carrozzeria Crippa,Arzago d Adda (BG),Carrozzeria,869,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 46 post, 869 follower. Che è strutturata si vede dal profilo: dal 1982, Tesla Approved Body Shop, con due sedi in bio (Arzago d Adda via Mascagni 2 e Bergamo via Falcone 19). Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle carrozzerie lombarde: come tenete preventivi, sinistri e ricambi, e dove si perde più tempo. Con due sedi e l'approvazione Tesla, le pratiche da seguire sono parecchie.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito le mando quello che è venuto fuori dalle altre.","Carrozzeria Crippa. 869 follower, 46 post. Dal 1982, Tesla Approved Body Shop. Due sedi in bio: Arzago d'Adda via Mascagni 2 e Bergamo via Falcone 19. Sito proprio carrozzeriacrippa.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@flli.gatti,Fratelli Gatti - Lavorazioni in Ferro,Brescia (BS),Carpenteria e lavorazioni in ferro,705,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 28 post, 705 follower. Che è strutturata si vede dal profilo: carpenteria media e leggera con lavorazioni in ferro sul disegno del cliente, per privati e per aziende: due modi di fare i conti. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle carpenterie e sulle lavorazioni in ferro del Bresciano: come tenete commesse, disegni, materiale. E cosa tocca riscrivere due volte fra officina e ufficio. Lavorare sul disegno del cliente, per privati e per aziende, vuol dire due modi di fare i conti.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando il riepilogo.","Fratelli Gatti, Brescia. 705 follower, 28 post. Carpenteria media e leggera, lavorazioni in ferro su misura per privati e aziende. Sito proprio flligatti.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@carrozzeria_giugni,Carrozzeria Giugni snc,Sondrio (SO),Carrozzeria,473,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 48 post, 473 follower. Che è strutturata si vede dal profilo: dal 1963, autorizzati Suzuki; carrozzeria, cristalli, levabolli e car detailing, con pratiche assicurative continue. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle carrozzerie della provincia: che strumenti usate per preventivi, sinistri e ricambi, e cosa si riscrive a mano due volte. Dal 1963 e autorizzati Suzuki: di pratiche con le assicurazioni ne avete viste molte.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando cosa è venuto fuori dalle altre aziende della zona.","Carrozzeria Giugni snc, Sondrio. 473 follower, 48 post. Dal 1963, autorizzati Suzuki. Carrozzeria, cristalli, levabolli e car detailing. Il link in bio porta a libero.it, nessun dominio proprio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@autofficinascuratti,Autofficina Scuratti,Nova Milanese (MB),Autofficina e carrozzeria,233,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 267 post, 233 follower. Che è strutturata si vede dal profilo: in via Galvani 2 stanno insieme meccanica, elettrauto, gommista e carrozzeria: quattro code di lavoro, 267 post. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle officine della Brianza: come gestite preventivi, ricambi e schede lavorazione. In via Galvani fate meccanica, elettrauto, gomme e carrozzeria, cioè quattro code di lavoro diverse.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito le mando il riepilogo.","Autofficina Scuratti, Nova Milanese (MB), via Galvani 2. 233 follower, 267 post. Meccanica, elettrauto, gommista e carrozzeria nello stesso capannone. Sito proprio officinascuratti.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@de_pieri_carrozzeria_detailing,De Pieri carrozzeria e centro Detailing,Mantova (MN),Carrozzeria e detailing,1335,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 336 post, 1335 follower. Che è strutturata si vede dal profilo: carrozzeria dal 1986 con detailing, supercar, modifiche sportive, scarichi e wrapping: ogni lavoro con tempi e materiali propri, 336 post. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle carrozzerie e sui centri detailing: che programmi usate per preventivi, sinistri e tempi di lavorazione. Carrozzeria dal 1986 più detailing, supercar, modifiche sportive e wrapping: ogni lavoro ha tempi e materiali suoi.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando quello che è venuto fuori.","De Pieri Carrozzeria e centro Detailing, Mantova. 1.335 follower, 336 post. Carrozzeria dal 1986, partner @detailingitalia, supercar specialist, modifiche sportive, scarichi e wrapping. Nessun sito proprio nel link in bio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@elettroimpiantimilano,Vittorio Taranto elettricista & impianti Milano,Milano (MI),Impianti elettrici e domotica,39453,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 154 post, 39453 follower. Che è strutturata si vede dal profilo: oltre venticinque anni di impianti elettrici e domotica KNX, lavoro su consulenza e preventivi: 39.453 follower e un flusso costante di richieste. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sugli impiantisti elettrici di Milano e provincia: come tenete preventivi, materiale, rapportini. E cosa si riscrive due volte fra cantiere e ufficio. Venticinque anni di impianti e domotica KNX sono un punto di vista che ci interessa.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre aziende.","Vittorio Taranto, elettricista e impianti, Milano. 39.453 follower, 154 post. Impianti elettrici, domotica KNX, oltre 25 anni di attività. Lavora su consulenza e preventivi. Nessun sito proprio nel link in bio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@bassini.impianti,Bassini Impianti,Brescia (BS),Termoidraulica e impianti elettrici,1805,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 41 post, 1805 follower. Che è strutturata si vede dal profilo: azienda idraulica ed elettrica dal 1974: due mestieri, due magazzini e squadre in trasferta sul territorio bresciano. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sugli impiantisti del Bresciano: che strumenti usate per preventivi, materiale e interventi, e dove si perde più tempo. Idraulica e elettrico insieme dal 1974 vuol dire due magazzini e due squadre da far combaciare.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando cosa è venuto fuori dalle altre.","Bassini Impianti, Brescia. 1.805 follower, 41 post. Azienda idraulica ed elettrica dal 1974: due mestieri, due magazzini, squadre in trasferta. Sito proprio termoidraulicabassini.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@falegnameria_artelegno_,Cosimo Maiolo,Lumezzane (BS),Falegnameria,430,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 174 post, 430 follower. Che è strutturata si vede dal profilo: mobili fatti sul disegno, serramenti e porte, lavorazioni cnc in via Bosca 48: tre tempi macchina diversi nello stesso capannone. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle falegnamerie lombarde: come gestite commesse, disegni e lavorazioni, e cosa vi tocca ricopiare a mano. Mobili fatti sul disegno, serramenti e lavorazioni cnc sono tre tempi macchina diversi nello stesso capannone.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando il riepilogo delle altre.","Falegnameria Artelegno di Cosimo Maiolo, Lumezzane (BS), via Bosca 48. 430 follower, 174 post. Mobili su misura, serramenti e porte, lavorazioni cnc. Sito proprio falegnameriaartelegno.com.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@ilcentroserramentimilano,Il Centro Serramenti Milano,Milano (MI),Serramenti e infissi,1194,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 352 post, 1194 follower. Che è strutturata si vede dal profilo: oltre quarant anni fra produzione e installazione di infissi, rivenditori Finstral: produzione interna piu squadre di posa. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sui serramentisti di Milano: che programmi usate per misure, preventivi e ordini ai fornitori. Quarant'anni fra produzione e posa vogliono dire che avete già provato più di un modo di tenere i conti.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando quello che è venuto fuori dalle altre aziende della zona.","Il Centro Serramenti Milano. 1.194 follower, 352 post. Oltre quarant'anni di produzione e installazione di infissi, rivenditori Finstral: produzione interna più posa. Sito proprio centroser.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@officina_loda,Officina Loda,Pandino (CR),Autofficina e preparazioni,257,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 42 post, 257 follower. Che è strutturata si vede dal profilo: preparazioni sportive accanto a riparazione e manutenzione ordinaria in via Marona 27/A: lavorazioni lunghe accanto al lavoro di tutti i giorni. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle officine del Cremasco: come tenete preventivi, ricambi e schede di lavorazione. Le preparazioni sportive sono lavori lunghi, diversi da un tagliando: due modi di segnare le ore.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito le mando il riepilogo.","Officina Loda, Pandino (CR), via Marona 27/A. 257 follower, 42 post. Preparazioni sportive più riparazione e manutenzione: lavorazioni lunghe accanto al lavoro ordinario. Nessun sito proprio nel link in bio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@commerciale_edile_milano,🌀 l'edilizia a portata di 🤚 ♻️,Milano (MI),Commercio di materiale edile,426,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 687 post, 426 follower. Che è strutturata si vede dal profilo: 687 post di materiale e consegne: commercio edile con magazzino e consegne dirette in cantiere. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle aziende dell'edilizia di Milano e provincia: come gestite ordini, magazzino, consegne ai cantieri. E cosa si riscrive due volte. Seicento post di materiale dicono che il magazzino gira.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando cosa è venuto fuori dalle altre.","Commerciale Edile Srl, Milano. 426 follower, 687 post. Commercio di materiale edile con magazzino e consegne in cantiere. Sito proprio commercialeedilemilano.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
