Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda
@bg.impianti,BG Impianti,Milano (MI),Impianti elettrici,781,R,"cercato «impianti milano» nella ricerca di Instagram → profilo aperto e letto il 12/9: elettricisti a Milano, fotovoltaico, impianti elettrici e allarmi, 101 post · [verifica-azienda] azienda strutturata: cantieri, materiale e rapportini",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende di impianti qui in Lombardia: come tiene i cantieri, il materiale e i rapportini di chi sta fuori.

Fra fotovoltaico, impianti e allarmi avete squadre che girano su cantieri diversi nello stesso giorno.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando cosa è venuto fuori dalle altre. Due minuti veri, non di più.","Impianti elettrici a Milano. 781 follower. elettricisti a Milano, fotovoltaico, impianti elettrici e allarmi, 101 post"
@sgmanagementmilano,SG Management,Milano (MI),Logistica e magazzini,764,R,"cercato «logistica milano» nella ricerca di Instagram → profilo aperto e letto il 12/9: gestione magazzini in tutta Italia, ricevimento stoccaggio picking e packing, 65 post · [verifica-azienda] azienda strutturata: entrate, giacenze e picking",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende di logistica qui in Lombardia: come tiene le entrate, le giacenze e il picking senza riscrivere due volte le stesse righe.

Gestite magazzini per altri, quindi i numeri che tenete non sono solo vostri: devono tornare anche al cliente.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre aziende qui intorno.","Logistica e magazzini a Milano. 764 follower. gestione magazzini in tutta Italia, ricevimento stoccaggio picking e packing, 65 post"
@vigevanotrasportisrl,Vigevano Trasporti,Vigevano (PV),Trasporti,1270,R,"cercato «trasporti vigevano» nella ricerca di Instagram → profilo aperto e letto il 12/9: SRL di trasporti a Vigevano, sito vigevanotrasporti.it, 206 post · [verifica-azienda] azienda strutturata: viaggi, mezzi e documenti degli autisti",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente. Non le chiedo nemmeno un appuntamento. Stiamo facendo una ricerca sulle aziende di trasporti qui in Lombardia: come tiene i viaggi, i mezzi e i documenti che tornano indietro dagli autisti.

Una flotta che gira tutti i giorni lascia dietro bolle e rapportini, e qualcuno li deve rimettere in ordine.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende della zona. Almeno sa come sono messi gli altri.","Trasporti a Vigevano. 1270 follower. SRL di trasporti a Vigevano, sito vigevanotrasporti.it, 206 post"
@alka_impiantiallarme,Alka Impianti,Bergamo (BG),Impianti elettrici,478,R,"cercato «impianti bergamo» nella ricerca di Instagram → profilo aperto e letto il 12/9: impianti elettrici, fotovoltaico, allarmi, domotica e videosorveglianza a Bergamo, 81 post · [verifica-azienda] azienda strutturata: cantieri, materiale e rapportini",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende di impianti qui in Lombardia: come tiene i cantieri, il materiale e i rapportini di chi sta fuori.

Allarmi e videosorveglianza portano anche le manutenzioni, che hanno scadenze da ricordare una per cliente.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando cosa è venuto fuori dalle altre. Due minuti veri, non di più.","Impianti elettrici a Bergamo. 478 follower. impianti elettrici, fotovoltaico, allarmi, domotica e videosorveglianza a Bergamo, 81 post"
@rimag_official,RIMAG Serramenti,Bergamo (BG),Serramenti e infissi,743,R,"cercato «serramenti bergamo» nella ricerca di Instagram → profilo aperto e letto il 12/9: serramenti a Bergamo e provincia, isolamento termico e acustico, 19 post · [verifica-azienda] azienda strutturata: preventivi, misure e ordini a fornitore",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende di serramenti qui in Lombardia: come tiene i preventivi, le misure dei cantieri e gli ordini ai fornitori.

Progettate il serramento su misura, e ogni misura sbagliata è un ordine da rifare.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre aziende qui intorno. È tutto.","Serramenti e infissi a Bergamo. 743 follower. serramenti a Bergamo e provincia, isolamento termico e acustico, 19 post"
@lodifai_windows_e_doors,Lodifai Serramenti,Lodi (LO),Serramenti e infissi,1998,R,"cercato «serramenti lodi» nella ricerca di Instagram → profilo aperto e letto il 12/9: serramenti a progetto dal 1983, installazione finestre, 92 post · [verifica-azienda] azienda strutturata: preventivi, misure e ordini a fornitore",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Non le vendo niente. Non le chiedo nemmeno un appuntamento. Stiamo facendo una ricerca sulle aziende di serramenti qui in Lombardia: come tiene i preventivi, le misure dei cantieri e gli ordini ai fornitori.

Dal 1983 a montare finestre: gli appuntamenti di posa sono la parte che si incastra peggio.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende della zona. Almeno sa come sono messi gli altri.","Serramenti e infissi a Lodi. 1998 follower. serramenti a progetto dal 1983, installazione finestre, 92 post"
@galli.franco.edilizia,Galli Franco,Lecco (LC),Edilizia e materiali,491,R,"cercato «edilizia lecco» nella ricerca di Instagram → profilo aperto e letto il 12/9: materiali per l'edilizia a Lecco dal 1926, rivenditore, 135 post · [verifica-azienda] azienda strutturata: cantieri, fornitori e doppio lavoro fra cantiere e ufficio",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle imprese edili qui in Lombardia: come tiene le ore dei cantieri, i fornitori e quello che in ufficio si riscrive da capo la sera.

Un punto vendita di materiali edili vive di giacenze, e le giacenze o sono giuste o costano.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando cosa è venuto fuori dalle altre. Due minuti veri, non di più.","Edilizia e materiali a Lecco. 491 follower. materiali per l'edilizia a Lecco dal 1926, rivenditore, 135 post"
@bicego_edilizia,F.lli Bicego,Legnano (MI),Edilizia e materiali,640,R,"cercato «edilizia legnano» nella ricerca di Instagram → profilo aperto e letto il 12/9: punto edile a Legnano, materiale edilizio, 37 post · [verifica-azienda] azienda strutturata: cantieri, fornitori e doppio lavoro fra cantiere e ufficio",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle imprese edili qui in Lombardia: come tiene le ore dei cantieri, i fornitori e quello che in ufficio si riscrive da capo la sera.

Il punto edile serve chi è già in cantiere, quindi quello che manca a magazzino ferma qualcun altro.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre aziende qui intorno.","Edilizia e materiali a Legnano. 640 follower. punto edile a Legnano, materiale edilizio, 37 post"
@rs_serramenti_group,RS Serramenti,Rovato (BS),Serramenti e infissi,498,R,"cercato «serramenti rovato» nella ricerca di Instagram → profilo aperto e letto il 12/9: serramenti su misura a Brescia, produzione interna in alluminio, showroom a Rovato, 72 post · [verifica-azienda] azienda strutturata: preventivi, misure e ordini a fornitore",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente. Non le chiedo nemmeno un appuntamento. Stiamo facendo una ricerca sulle aziende di serramenti qui in Lombardia: come tiene i preventivi, le misure dei cantieri e gli ordini ai fornitori.

Con la produzione interna il magazzino dei profili e le commesse devono stare in fila da soli.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende della zona. Almeno sa come sono messi gli altri.","Serramenti e infissi a Rovato. 498 follower. serramenti su misura a Brescia, produzione interna in alluminio, showroom a Rovato, 72 post"
@autofficinamantovansnc,Autofficina Mantovan,Mantova (MN),Autofficina,543,R,"cercato «autofficina mantova» nella ricerca di Instagram → profilo aperto e letto il 12/9: officina, elettrauto, gommista e ricariche, 77 post · [verifica-azienda] azienda strutturata: agenda di officina, ricambi e storico dei veicoli",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle officine qui in Lombardia: che programmi usa per l'agenda dell'officina, i ricambi e lo storico di ogni macchina.

Officina, elettrauto e gommista insieme vogliono dire tre tipi di lavoro sulla stessa agenda.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando cosa è venuto fuori dalle altre. Due minuti veri, non di più.","Autofficina a Mantova. 543 follower. officina, elettrauto, gommista e ricariche, 77 post"
@carrozzeriamilano,Carrozzeria Milano,Milano (MI),Carrozzeria,1653,R,"cercato «carrozzeria milano» nella ricerca di Instagram → profilo letto il 12/9 dal titolo e dai contatori: 1653 follower. ⚠ la bio non e' stata aperta, il mestiere e la zona vengono dal nome del profilo · [verifica-azienda] azienda strutturata: pratiche dei sinistri, ricambi e tempi di consegna",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle carrozzerie qui in Lombardia: come tiene le pratiche dei sinistri, i ricambi ordinati e i tempi promessi al cliente.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre aziende qui intorno. Tutto qui.",Carrozzeria a Milano. 1653 follower. Bio non letta: il dettaglio si guarda prima di scrivere.
@entesistemaediliziabrescia,ESEB,Brescia (BS),Edilizia e materiali,1443,R,"cercato «edilizia brescia» nella ricerca di Instagram → profilo letto il 12/9 dal titolo e dai contatori: 1443 follower. ⚠ la bio non e' stata aperta, il mestiere e la zona vengono dal nome del profilo · [verifica-azienda] azienda strutturata: cantieri, fornitori e doppio lavoro fra cantiere e ufficio",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Non le vendo niente. Non le chiedo nemmeno un appuntamento. Stiamo facendo una ricerca sulle imprese edili qui in Lombardia: come tiene le ore dei cantieri, i fornitori e quello che in ufficio si riscrive da capo la sera.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende della zona. Almeno sa come sono messi gli altri.",Edilizia e materiali a Brescia. 1443 follower. Bio non letta: il dettaglio si guarda prima di scrivere.
@cameletticlaudioedilizia,Cameletti Claudio,Brescia (BS),Edilizia e materiali,1158,R,"cercato «edilizia brescia» nella ricerca di Instagram → profilo letto il 12/9 dal titolo e dai contatori: 1158 follower. ⚠ la bio non e' stata aperta, il mestiere e la zona vengono dal nome del profilo · [verifica-azienda] azienda strutturata: cantieri, fornitori e doppio lavoro fra cantiere e ufficio",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle imprese edili qui in Lombardia: come tiene le ore dei cantieri, i fornitori e quello che in ufficio si riscrive da capo la sera.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando cosa è venuto fuori dalle altre. Due minuti veri, non di più.",Edilizia e materiali a Brescia. 1158 follower. Bio non letta: il dettaglio si guarda prima di scrivere.
@artech_edilizia_completa,Artech Edilizia,Como (CO),Edilizia e materiali,1105,R,"cercato «edilizia como» nella ricerca di Instagram → profilo letto il 12/9 dal titolo e dai contatori: 1105 follower. ⚠ la bio non e' stata aperta, il mestiere e la zona vengono dal nome del profilo · [verifica-azienda] azienda strutturata: cantieri, fornitori e doppio lavoro fra cantiere e ufficio",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle imprese edili qui in Lombardia: come tiene le ore dei cantieri, i fornitori e quello che in ufficio si riscrive da capo la sera.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre aziende qui intorno.",Edilizia e materiali a Como. 1105 follower. Bio non letta: il dettaglio si guarda prima di scrivere.
@bigmat_simed,BigMat Simed,Pavia (PV),Edilizia e materiali,886,R,"cercato «edilizia pavia» nella ricerca di Instagram → profilo letto il 12/9 dal titolo e dai contatori: 886 follower. ⚠ la bio non e' stata aperta, il mestiere e la zona vengono dal nome del profilo · [verifica-azienda] azienda strutturata: cantieri, fornitori e doppio lavoro fra cantiere e ufficio",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente. Non le chiedo nemmeno un appuntamento. Stiamo facendo una ricerca sulle imprese edili qui in Lombardia: come tiene le ore dei cantieri, i fornitori e quello che in ufficio si riscrive da capo la sera.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende della zona. Almeno sa come sono messi gli altri.",Edilizia e materiali a Pavia. 886 follower. Bio non letta: il dettaglio si guarda prima di scrivere.
@falegnameriamaffeisvertova,Falegnameria Maffeis,Vertova (BG),Falegnameria,812,R,"cercato «falegnameria vertova» nella ricerca di Instagram → profilo letto il 12/9 dal titolo e dai contatori: 812 follower. ⚠ la bio non e' stata aperta, il mestiere e la zona vengono dal nome del profilo · [verifica-azienda] azienda strutturata: commesse su misura, legno a magazzino e ore per lavoro",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle falegnamerie qui in Lombardia: come segna le commesse, il legno a magazzino e le ore che ogni lavoro si porta via.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando cosa è venuto fuori dalle altre. Due minuti veri, non di più.",Falegnameria a Vertova. 812 follower. Bio non letta: il dettaglio si guarda prima di scrivere.
