Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@totem.brewing,Totem Brewing Co.,Bergamo (BG),Birrificio con eventi,2890,T,"cercato «birrificio bergamo» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 187 post, 2890 follower. La squadra si vede dal profilo: birrificio indipendente con un calendario di eventi ogni settimana (20/9, 26/9, 27/9), cioe' produzione piu' serate con personale in piu'. Link in bio: linktr.ee.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Groove il 20, la festa di fine estate il 26, Inside Brewing il 27: tre serate in una settimana, e ognuna vuole il suo giro di persone al banco. Chi lavora a quale evento, lo decidete ancora in chat?

Abbiamo fatto un programma per quello. Il calendario si costruisce una volta, ognuno vede i suoi turni sul telefono, e un evento in più non rimette in discussione tutta la settimana.

I primi due mesi non si pagano. Dieci minuti in videochiamata e ve lo mostro, quando vi torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Totem Brewing Co., birrificio indipendente a Bergamo. 2.890 follower, 187 post. Programma eventi in bio: 20/9 Groove, 26/9 festa di fine estate, 27/9 Inside Brewing. Tel. 351 3179835.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@lidodibellano,Lido di Bellano,Bellano (LC),Lido con ristorante e lounge bar,5593,T,"cercato «lido lecco» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 260 post, 5593 follower. La squadra si vede dal profilo: ristorante, lounge bar e terrazza sul lago di Como con la spiaggia, cioe' cucina, sala, bar e lido con la stagione che cambia gli organici. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Ristorante, lounge bar, terrazza e spiaggia a Bellano: in stagione la squadra raddoppia e a ottobre si restringe. Con questi organici che si muovono, il quadro settimanale chi lo rifà ogni volta?

Abbiamo fatto un programma per quello. I turni si costruiscono una volta, ognuno vede i suoi sul telefono, e quando uno manca si vede subito chi può coprire.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Lido di Bellano, lago di Como. 5.593 follower, 260 post. Ristorante, lounge bar, terrazza e spiaggia. Tel. 0341 1716712. Sito lidobellano.com.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@lidodimerone,Al Lido di Merone,Merone (CO),Lido con ristorante ed eventi,6575,T,"cercato «lido erba» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 228 post, 6575 follower. La squadra si vede dal profilo: restaurant on the beach, lounge bar e feste private sul lago in via Colombo 10, cioe' cucina, bar e sala eventi con i picchi del weekend. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Ristorante sulla spiaggia, lounge bar e le feste private sul lago: un sabato con due matrimoni non è un sabato qualsiasi, e i turni lo sanno prima di lei. Come si organizza oggi, foglio o gruppo WhatsApp?

Abbiamo fatto un programma per quello. Si costruisce la settimana una volta, ognuno vede la sua sul telefono, e per l'evento in più si aggiunge gente in un minuto.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Al Lido di Merone (CO), via Colombo 10. 6.575 follower, 228 post. Restaurant on the beach, lounge bar, feste private sul lago. Tel. 366 3766674. Sito allido.eu.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@lido3.9_desenzano,Lido 3.9 Desenzano,Desenzano del Garda (BS),Ristorante pizzeria cocktail bar sul lago,7199,T,"cercato «lido desenzano» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 1029 post, 7199 follower. La squadra si vede dal profilo: ristorante, pizzeria e cocktail bar sul lungolago aperto tutti i giorni dalle 7 alle 3, venti ore di apertura che vogliono almeno tre turni. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Tutti i giorni dalle 7 alle 3, sul lungolago: colazioni, pranzo, pizza e cocktail fino a notte. Venti ore di apertura sono tre turni al giorno, sette giorni su sette. Quanto tempo se ne va ogni settimana a incastrarli?

Abbiamo fatto un programma per quello. I turni si costruiscono una volta, ognuno vede i suoi sul telefono, e i cambi dell'ultimo minuto si vedono subito.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Lido 3.9, Desenzano (lungolago Cesare Battisti 39). 7.199 follower, 1.029 post. Ristorante, pizzeria, cocktail bar; tutti i giorni 7-3. Tel. 030 6150970. Sito lido39desenzano.it.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@illidoiseo,Il Lido Iseo,Iseo (BS),Lido con ristorazione ed eventi,26540,T,"cercato «lido iseo» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 343 post, 26540 follower. La squadra si vede dal profilo: relax, food, drinks, sport ed eventi in via per Rovato 28, un lido stagionale con bar, cucina, spiaggia e serate. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Spiaggia, cucina, bar, sport ed eventi in via per Rovato: da maggio a settembre il personale si moltiplica e ogni weekend è diverso da quello prima. I turni della stagione li scrivete a mano ogni settimana?

Abbiamo fatto un programma per quello. Si costruisce la settimana una volta, ognuno vede la sua sul telefono, e chi si dà malato si sostituisce in un minuto.

I primi due mesi non si pagano. Dieci minuti in videochiamata e ve lo mostro, quando vi torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Il Lido Iseo, via per Rovato 28. 26.540 follower, 343 post. Relax, food, drinks, sport, eventi: lido stagionale sul lago d'Iseo. Tel. 324 9863253. Sito illidoiseo.it.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@hotel_milano_scala,Hotel Milano Scala,Milano (MI),Boutique hotel con ristorante,9633,T,"cercato «hotel milano» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 584 post, 9633 follower. La squadra si vede dal profilo: eco boutique hotel in via dell'Orso 7 a Brera, certificato LEED e WELL, con ristorante e bar (Taste Local), cioe' reception, piani, cucina e sala. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Un boutique hotel in via dell'Orso con ristorante, bar, certificazioni LEED e WELL: reception, piani, cucina, sala. Sono quattro calendari diversi da far quadrare ogni settimana. Chi li mette insieme, e con che strumento?

Abbiamo fatto un programma per quello. I turni si costruiscono una volta, ognuno vede i suoi sul telefono, e le sostituzioni si fanno senza rincorrere nessuno.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Hotel Milano Scala, via dell'Orso 7, Brera. 9.633 follower, 584 post. Eco boutique hotel, LEED, WELL, ESG; ristorante e bar. Tel. 02 870961. Sito hotelmilanoscala.it.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@hotel_calimala_milano,Hotel Calimala Milano,Milano (MI),Hotel 88 camere,3889,T,"cercato «hotel milano» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 228 post, 3889 follower. La squadra si vede dal profilo: 88 camere in via Melzo 7, il boutique hotel piu' nuovo di Milano, che vuol dire reception H24, piani e colazioni. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Ottantotto camere in via Melzo vogliono una reception che non chiude mai, i piani la mattina e le colazioni all'alba. Con una struttura appena aperta, la tabella dei turni è già su qualcosa o gira ancora su Excel?

Abbiamo fatto un programma per quello. La settimana si costruisce una volta, ognuno vede la sua sul telefono, e quando uno manca si vede subito chi è libero.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Hotel Calimala, via Melzo 7, Milano. 3.889 follower, 228 post. Boutique hotel nuovo, 88 camere. Tel. 02 40042052. Sito calimalamilano.com.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@hotelspaparigi2bergamo,Hotel Parigi 2 con Spa,Dalmine (BG),Hotel con spa,1255,T,"cercato «hotel bergamo» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 955 post, 1255 follower. La squadra si vede dal profilo: hotel dal 1993 vicino a Bergamo con la spa privata La Cascade, cioe' reception, piani e il reparto benessere con le sue prenotazioni. Link in bio: linktr.ee.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Dal 1993, con la spa privata La Cascade dentro l'hotel: la reception ha i suoi orari, i piani i loro, e la spa apre e chiude sulle prenotazioni. Tre calendari che oggi si parlano come, su un foglio in ufficio?

Abbiamo fatto un programma per quello. I turni si costruiscono una volta, ognuno vede i suoi sul telefono, e i cambi si fanno senza il giro di telefonate.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Hotel Parigi 2, Dalmine (BG). 1.255 follower, 955 post. Ospitalità dal 1993, spa privata La Cascade. Tel. 035 409030. Link in bio linktr.ee.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@camoretti_ristorante,Camoretti Ristorante e Hotel,Almenno San Bartolomeo (BG),Ristorante con hotel,1704,T,"cercato «hotel bergamo» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 283 post, 1704 follower. La squadra si vede dal profilo: ristorante e hotel dal 1950 vicino a Bergamo, prenotazione richiesta, cioe' cucina, sala e camere sotto lo stesso nome. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Ristorante e hotel dal 1950, con la sala che va a prenotazione e le camere che vanno a stagione. Cucina, sala e piani hanno tre ritmi diversi: la settimana di chi lavora chi la scrive, e ogni quanto la rifà?

Abbiamo fatto un programma per quello. Si costruisce la settimana una volta, ognuno vede la sua sul telefono, e chi manca si sostituisce in un minuto.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Camoretti, ristorante e hotel a Bergamo (Almenno). 1.704 follower, 283 post. Dal 1950, prenotazione richiesta. Tel. 035 550073. Sito camoretti.it.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@nocehotel,Hotel Noce,Brescia (BS),Hotel con ristorante,561,T,"cercato «hotel brescia» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 61 post, 561 follower. La squadra si vede dal profilo: wine hotel a Brescia dal 1990, tre stelle, con il ristorante interno Carne e Spirito in via dei Gelsi 5, cioe' reception, piani e cucina con sala. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Un wine hotel dal 1990 con il ristorante Carne e Spirito dentro: la reception copre la giornata, i piani la mattina, la cucina e la sala la sera. Chi incastra le tre squadre ogni settimana, e quanto ci mette?

Abbiamo fatto un programma per quello. I turni si costruiscono una volta, ognuno vede i suoi sul telefono, e quando uno si dà malato si vede subito chi può coprire.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Hotel Noce, Brescia (via dei Gelsi 5). 561 follower, 61 post. Wine hotel 3 stelle dal 1990, ristorante interno Carne e Spirito. Tel. 030 3542008. Sito hotelnoce.com.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@hotelambasciatori_brescia,Hotel Ambasciatori Brescia,Brescia (BS),Hotel,848,T,"cercato «hotel brescia» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 276 post, 848 follower. La squadra si vede dal profilo: albergo di famiglia dal 1967 in via Crocifissa di Rosa 92, con il CIN in bio, cioe' reception, piani e colazioni tutto l'anno. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

""Questa casa è un albergo dal 1967"": quasi sessant'anni di reception, piani e colazioni in via Crocifissa di Rosa. Il quadro dei turni, in tutto questo tempo, è passato dal foglio appeso a qualcosa di meglio?

Abbiamo fatto un programma per quello. La settimana si costruisce una volta, ognuno vede la sua sul telefono, e le sostituzioni si fanno senza rincorrere nessuno.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Hotel Ambasciatori, Brescia (via Crocifissa di Rosa 92). 848 follower, 276 post. Albergo dal 1967. Tel. 030 399114. Sito ambasciatori.net.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@plazahotellaterrazzina,Plaza Hotel Pavia - La Terrazzina,San Martino Siccomario (PV),Business hotel con rooftop bar,2607,T,"cercato «hotel pavia» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 53 post, 2607 follower. La squadra si vede dal profilo: business hotel dal 1984 rifatto nel 2024, con il rooftop La Terrazzina per aperitivi e cocktail, cioe' reception, piani e un bar serale con il suo personale. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Dal 1984, nuovo nel 2024, e adesso anche La Terrazzina sul tetto per gli aperitivi: la squadra dell'hotel lavora di giorno, quella del rooftop la sera. Due calendari che ogni settimana qualcuno deve far combaciare. Come, oggi?

Abbiamo fatto un programma per quello. Si costruisce la settimana una volta, ognuno vede la sua sul telefono, e i cambi si fanno senza il giro di messaggi.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Plaza Hotel Pavia, San Martino Siccomario (via Togliatti 39). 2.607 follower, 53 post. Business hotel dal 1984, rinnovato 2024; rooftop La Terrazzina. Tel. 0382 559413. Sito plazahotel.it.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
@hotelduomocremona,Hotel Pizzeria Duomo Cremona,Cremona (CR),Hotel con ristorante e pizzeria,547,T,"cercato «hotel cremona» nella ricerca di Instagram → [verifica-turni] profilo letto dall'API il 23/9: 471 post, 547 follower. La squadra si vede dal profilo: hotel tre stelle in via dei Gonfalonieri 13 con ristorante e pizzeria interni, soggiorni di lavoro, cioe' reception, piani, cucina e pizzeria. Sito proprio in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Hotel nel centro di Cremona con ristorante e pizzeria dentro: la reception ha il suo orario, la pizzeria ha il suo, e il sabato sera vuole più gente del martedì. Chi incastra le due squadre, e su che cosa?

Abbiamo fatto un programma per quello. I turni si costruiscono una volta, ognuno vede i suoi sul telefono, e quando uno manca si vede subito chi è libero.

I primi due mesi non si pagano. Dieci minuti in videochiamata e glielo mostro, quando le torna comodo.

Qui c'è quello che facciamo: www.denkicode.com","Hotel Pizzeria Duomo, Cremona (via dei Gonfalonieri 13). 547 follower, 471 post. Hotel 3 stelle con ristorante interno. Tel. 0372 35242. Sito hotelduomocremona.com.",2026-09-23-instagram-denkishift-lombardia,denkishift,,
