Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@serifot_serigrafia_decorazioni,Serifot Serigrafia e Stampa,Verolavecchia (BS),Serigrafia,390,R,"cercato «serigrafia verolavecchia» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 359 post, 390 follower. Che è strutturata si vede dal profilo: Serifot, serigrafia e stampa Brescia",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e stampate dal 1975 e progettate l'immagine di un'attività dalla A alla Z: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Serifot, serigrafia e stampa Brescia. «Professionisti della stampa dal 1975». Via degli Artigiani 60, Verolavecchia (BS). 359 post, 390 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@edilone_bergamo,Edilone Bergamo,Lurano (BG),Impresa edile,2326,R,"cercato «impresa lurano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 155 post, 2326 follower. Che è strutturata si vede dal profilo: Edilone Bergamo",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e impresa edile dal 1956, da Lurano, con la tradizione scritta prima della qualità: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Edilone Bergamo. «Dal 1956, tradizione, qualità e passione». Lurano (BG), via Verdi 38. Info e preventivi 3428617200. 155 post, 2326 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@dgsolutioncomo,DG Solution,Cantù (CO),Stampa digitale,1260,R,"cercato «stampa cantù» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 244 post, 1260 follower. Che è strutturata si vede dal profilo: DG Solution | Stampa digitale su abbigliamento e gadget",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e personalizzate abbigliamento e gadget in stampa digitale da via Vivaldi: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","DG Solution | Stampa digitale su abbigliamento e gadget. Via Antonio Vivaldi 36, Cantù. 244 post, 1260 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@beniscostruzioni_,Benis Costruzioni,Telgate (BG),Impresa edile,2165,R,"cercato «impresa telgate» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 125 post, 2165 follower. Che è strutturata si vede dal profilo: BENIS COSTRUZIONI",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e dal 1971 su privato e pubblico, con una società immobiliare accanto all'impresa: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","BENIS COSTRUZIONI. Dal 1971, Bergamo. Impresa edile privato e pubblico, collegata a @benis_realestate. Via San Giuseppe 1, Telgate. 125 post, 2165 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@amer.estintori.legnano_mi,AMER Impianti Antincendio,Legnano (MI),Antincendio,249,R,"cercato «antincendio legnano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 293 post, 249 follower. Che è strutturata si vede dal profilo: AMER IMPIANTI ANTINCENDIO",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: progettate, installate e mantenete impianti antincendio, e fate anche i corsi.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","AMER IMPIANTI ANTINCENDIO. Progettazione, installazione e assistenza tecnica impianti antincendio, vendita e noleggio attrezzature, corsi di formazione. Legnano e Gallarate. 293 post, 249 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@dpitaliasrl,DPI Italia,Lissone (MB),Forniture per la stampa,592,R,"cercato «forniture lissone» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 245 post, 592 follower. Che è strutturata si vede dal profilo: DPI Italia srl, via Angelo Arosio Genola 74-76, Lissone",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e da oltre quindici anni materiali per la stampa digitale di grande formato, da Lissone: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","DPI Italia srl, via Angelo Arosio Genola 74-76, Lissone. Da oltre 15 anni materiali per la stampa digitale grande formato e tessuti. 245 post, 592 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@edil_62,Edil 62,Berzo San Fermo (BG),Edilizia e pavimenti industriali,2041,R,"cercato «edilizia berzo san fermo» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 93 post, 2041 follower. Che è strutturata si vede dal profilo: Edil 62 srl, via Cesare Battisti 5, Berzo San Fermo (BG)",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e costruzioni, manutenzioni industriali e pavimenti industriali tutti sotto la stessa insegna: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Edil 62 srl, via Cesare Battisti 5, Berzo San Fermo (BG). Costruzioni e ristrutturazioni, manutenzioni industriali, pavimenti industriali. 93 post, 2041 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@gediltek.srl.c.gioffredo,Gediltek,Milano (MI),Impresa edile,343,R,"cercato «impresa milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 224 post, 343 follower. Che è strutturata si vede dal profilo: Gediltek Srl Carmine Gioffredo, via Amatore Sciesa 24/A, Milano",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: costruite immobili e ristrutturate appartamenti e locali da via Amatore Sciesa.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Gediltek Srl Carmine Gioffredo, via Amatore Sciesa 24/A, Milano. Costruzioni di immobili, ristrutturazioni appartamenti, locali, ristoranti, manutenzioni. 224 post, 343 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@cabriniecarrara_srl,Cabrini e Carrara,Nembro (BG),Impresa edile,1590,R,"cercato «impresa nembro» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 88 post, 1590 follower. Che è strutturata si vede dal profilo: Cabrini e Carrara srl, Nembro (BG)",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e da Nembro fate costruzioni e ristrutturazioni con un occhio al design: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Cabrini e Carrara srl, Nembro (BG). Costruzioni e ristrutturazioni. 88 post, 1590 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@giustacchinipackaging,Giustacchini Packaging,Brescia (BS),Packaging,1614,R,"cercato «packaging brescia» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 78 post, 1614 follower. Che è strutturata si vede dal profilo: Giustacchini Packaging, viale Sant'Eufemia 194, Brescia",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate packaging per food, fashion e luxury da viale Sant'Eufemia: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Giustacchini Packaging, viale Sant'Eufemia 194, Brescia. Packaging personalizzato per food, fashion e luxury, con sito ed e-commerce. 78 post, 1614 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@addacostruzioni2001.srl,Adda Costruzioni 2001,Cassano d'Adda (MI),Impresa edile,1985,R,"cercato «impresa cassano d'adda» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 40 post, 1985 follower. Che è strutturata si vede dal profilo: Impresa Edile Adda Costruzioni 2001 srl",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e impresa edile dal 2001 che lavora su tutta la Lombardia: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Impresa Edile Adda Costruzioni 2001 srl. Dal 2001, Lombardia. 40 post, 1985 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@ams_costruzioni,AMS Costruzioni Edili,Bergamo (BG),Impresa edile,394,R,"cercato «impresa bergamo» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 196 post, 394 follower. Che è strutturata si vede dal profilo: AMS",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: costruzioni, ristrutturazioni e manutenzioni civili e industriali su Bergamo.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","AMS. Bergamo, costruzioni, ristrutturazioni e manutenzioni civili e industriali. Stefano Amalfa, tel 035 19775272. 196 post, 394 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@prisma_costruzioni_edili,Prisma,Corbetta (MI),Impresa edile e bonifiche,1635,R,"cercato «impresa corbetta» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 54 post, 1635 follower. Che è strutturata si vede dal profilo: Prisma Srl, via Dolomiti 33, Corbetta (MI)",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e impresa edile dal 2006 che fa anche bonifica amianto e sanificazioni ambientali: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Prisma Srl, via Dolomiti 33, Corbetta (MI). Impresa edile dal 2006: progettazione, nuove costruzioni, ristrutturazioni, bonifica amianto, sanificazioni ambientali. 54 post, 1635 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
@noleggio_progetto_montaggio_,Smida Ponteggi,Milano (MI),Ponteggi,509,R,"cercato «ponteggi milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 17/9: 159 post, 509 follower. Che è strutturata si vede dal profilo: Smida Ponteggi Milano",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e noleggiate, progettate e montate ponteggi su Milano: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Smida Ponteggi Milano. Noleggio, progetto e montaggio di ponteggi. 159 post, 509 follower.",2026-09-17-instagram-ricerca-lombardia.csv,ricerca,,
