Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@brescianifabbro,Bresciani Fabbro,Milano (MI),Fabbro,2163,R,"cercato «fabbro brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 624 post · [verifica-azienda] progettazione, produzione, manutenzione ed emergenza H24, con un indirizzo email dedicato ai preventivi: struttura con reparti",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, si chiama DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Ho letto il profilo: progettazione, produzione, manutenzione ed emergenza H24, con un indirizzo email dedicato ai preventivi.

Stiamo facendo una ricerca sulle officine di fabbri: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando chiudiamo la raccolta le mando il riassunto delle risposte delle altre aziende della zona.","Milano (MI). Progettazione, produzione, manutenzione ed emergenza h24, con un indirizzo email dedicato ai preventivi. 2163 follower, 624 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@vetreriabonometti,Vetreria Bonometti,Brescia (BS),Vetreria,580,R,"cercato «vetreria brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 483 post · [verifica-azienda] lavora vetrate, box doccia, parapetti e pensiline: lavorazioni su misura che vogliono laboratorio e posa in cantiere",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso.

Non c'è niente da comprare qui dentro. Nemmeno un appuntamento. Dal profilo si capisce una cosa: lavora vetrate, box doccia, parapetti e pensiline.

Stiamo facendo una ricerca sulle vetrerie della zona: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando quello che è uscito dalle altre aziende. È il minimo, visto che i due minuti li mette lei.","Brescia (BS). Lavora vetrate, box doccia, parapetti e pensiline. 580 follower, 483 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@qdquadro,QD Quadro Vetreria,Milano (MI),Vetreria,303,R,"cercato «vetreria milano» nella ricerca di Instagram → profilo aperto e letto il 12/9, 122 post · [verifica-azienda] cornici su misura, vetri e specchi per casa e ufficio, piu' decorazioni su porcellana e legno: bottega con piu' lavorazioni",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente. Non le chiedo nemmeno un appuntamento. Ho guardato il profilo: cornici su ordinazione, vetri, specchi per casa e ufficio. In più le decorazioni su porcellana.

Stiamo facendo una ricerca sulle vetrerie della zona: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende della zona. Almeno sa come sono messi gli altri.","Milano (MI). Cornici su ordinazione, vetri e specchi per casa e ufficio, più decorazioni su porcellana e legno. 303 follower, 122 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@la_tipografia_group_brescia,La Tipografia Group,Brescia (BS),Tipografia,2341,R,"cercato «tipografia brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 274 post · [verifica-azienda] marchio registrato e quattro linee di servizio, grafica, stampa, web e gadget: struttura con reparti diversi",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, si chiama DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Ho letto il profilo: marchio registrato e quattro linee di servizio, grafica, stampa, web e gadget.

Stiamo facendo una ricerca sulle tipografie della zona: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Finito il giro le giro il riepilogo di cosa hanno risposto le altre aziende qui intorno. Serve più a lei che a me.","Brescia (BS). Marchio registrato e quattro linee di servizio, grafica, stampa, web e gadget. 2341 follower, 274 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@loretoprint,Loreto Print,Milano (MI),Tipografia,1100,R,"cercato «tipografia milano» nella ricerca di Instagram → profilo aperto e letto il 12/9, 55 post · [verifica-azienda] due punti stampa in citta', in via A. Costa 7 e in piazza 24 Maggio 12, con strutture per fiere e packaging: produzione e logistica su due sedi",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso.

Non c'è niente da comprare qui dentro. Nemmeno un appuntamento. Dal profilo si capisce una cosa: due punti stampa in città, in via A. Costa 7 e in piazza 24 Maggio 12, con strutture per fiere e packaging.

Stiamo facendo una ricerca sulle tipografie della zona: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando chiudiamo la raccolta le mando il riassunto delle risposte delle altre aziende della zona.","Milano (MI). Due punti stampa in città, in via a. costa 7 e in piazza 24 maggio 12, con strutture per fiere e packaging. 1100 follower, 55 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@abiciditipografia,ABiCiDi,Milano (MI),Tipografia,737,R,"cercato «tipografia milano» nella ricerca di Instagram → profilo aperto e letto il 12/9, 490 post · [verifica-azienda] tipografia letterpress con 490 post di stampe: macchine proprie e produzione artigianale continua",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente. Non le chiedo nemmeno un appuntamento. Ho guardato il profilo: tipografia letterpress con 490 post di stampe.

Stiamo facendo una ricerca sulle tipografie della zona: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando quello che è uscito dalle altre aziende. È il minimo, visto che i due minuti li mette lei.","Milano (MI). Tipografia letterpress con 490 post di stampe. 737 follower, 490 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@frigeriogomme_susa,Frigerio Gomme,Milano (MI),Gommista,1338,R,"cercato «gommista milano» nella ricerca di Instagram → profilo aperto e letto il 12/9, 122 post · [verifica-azienda] attivita' dal 1922 con due numeri fissi e una email di sede: officina storica con piu' persone al banco",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, si chiama DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Ho letto il profilo: attività dal 1922 con due numeri fissi e una email di sede.

Stiamo facendo una ricerca sulle gommisti della zona: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende della zona. Almeno sa come sono messi gli altri.","Milano (MI). Attività dal 1922 con due numeri fissi e una email di sede. 1338 follower, 122 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@autolavaggioadomiciliobrescia,Autolavaggio a Domicilio Brescia,Brescia (BS),Autolavaggio,287,R,"cercato «autolavaggio brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 37 post · [verifica-azienda] lavaggio ecologico a secco che va dal cliente, per privati e aziende: mezzi e operatori che girano su appuntamento",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso.

Non c'è niente da comprare qui dentro. Nemmeno un appuntamento. Dal profilo si capisce una cosa: lavaggio ecologico a secco che va dal cliente, per privati e aziende.

Stiamo facendo una ricerca sulle aziende di autolavaggio: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Finito il giro le giro il riepilogo di cosa hanno risposto le altre aziende qui intorno. Serve più a lei che a me.","Brescia (BS). Lavaggio ecologico a secco che va dal cliente, per privati e aziende. 287 follower, 37 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@autolavaggiolineatest_milano,Autolavaggio Linea Test Srl,Milano (MI),Autolavaggio,1026,R,"cercato «autolavaggio milano» nella ricerca di Instagram → profilo aperto e letto il 12/9, 187 post · [verifica-azienda] srl con portale Istobal M'NEX22 e sede in via P.C. Decembrio 22: impianto industriale, non un self service",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente. Non le chiedo nemmeno un appuntamento. Ho guardato il profilo: srl con portale Istobal M'NEX22 e sede in via P.C. Decembrio 22.

Stiamo facendo una ricerca sulle aziende di autolavaggio: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando chiudiamo la raccolta le mando il riassunto delle risposte delle altre aziende della zona.","Milano (MI). Srl con portale istobal m'nex22 e sede in via p.c. decembrio 22. 1026 follower, 187 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@idraulico_fabbro_milano_,Fabbro Idraulico Milano Monza,Milano (MI),Idraulica e fabbro,293,R,"cercato «fabbro monza» nella ricerca di Instagram → profilo aperto e letto il 12/9, 26 post · [verifica-azienda] pronto intervento 24 ore su due province, Milano e Monza ⚠ la bio e' di una riga: la struttura si deduce dalla copertura, da confermare",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, si chiama DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Ho letto il profilo: pronto intervento 24 ore su due province, Milano e Monza.

Stiamo facendo una ricerca sulle aziende di pronto intervento: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando quello che è uscito dalle altre aziende. È il minimo, visto che i due minuti li mette lei.","Milano (MI). Pronto intervento 24 ore su due province, milano e monza. 293 follower, 26 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@traslochi_milano_decorato,Traslochi Milano by Decorato,Milano (MI),Traslochi,1791,R,"cercato «traslochi milano» nella ricerca di Instagram → profilo aperto e letto il 12/9, 34 post · [verifica-azienda] attivi dal 1960 con deposito proprio, autoscale e piattaforme fino a 72 metri: mezzi pesanti e squadre",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso.

Non c'è niente da comprare qui dentro. Nemmeno un appuntamento. Dal profilo si capisce una cosa: attivi dal 1960 con deposito proprio, autoscale e piattaforme fino a 72 metri.

Stiamo facendo una ricerca sulle ditte di traslochi: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende della zona. Almeno sa come sono messi gli altri.","Milano (MI). Attivi dal 1960 con deposito proprio, autoscale e piattaforme fino a 72 metri. 1791 follower, 34 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@traslochi_milano_l.b,Traslochi Bolanos L.D.R.,Cinisello Balsamo (MI),Traslochi,2095,R,"cercato «traslochi milano» nella ricerca di Instagram → profilo aperto e letto il 12/9, 661 post · [verifica-azienda] 661 post di traslochi con mezzi e squadre in foto ⚠ la bio e' vuota: la sede la dichiara il profilo, da confermare",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Non le vendo niente. Non le chiedo nemmeno un appuntamento. Ho guardato il profilo: 661 post di traslochi con mezzi e squadre in foto.

Stiamo facendo una ricerca sulle ditte di traslochi: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Finito il giro le giro il riepilogo di cosa hanno risposto le altre aziende qui intorno. Serve più a lei che a me.","Cinisello Balsamo (MI). 661 post di traslochi con mezzi e squadre in foto. 2095 follower, 661 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@cl_ristrutturazioni_milano,CL Ristrutturazioni,Milano (MI),Ristrutturazioni,1120,R,"cercato «ristrutturazioni milano» nella ricerca di Instagram → profilo aperto e letto il 12/9, 74 post · [verifica-azienda] muratura, cartongesso e pittura su due province, Monza e Milano: squadre su piu' cantieri insieme",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, si chiama DenkiCode.

Non le vendo niente e non le chiedo un appuntamento. Ho letto il profilo: muratura, cartongesso e pittura su due province, Monza e Milano.

Stiamo facendo una ricerca sulle imprese edili della zona: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando chiudiamo la raccolta le mando il riassunto delle risposte delle altre aziende della zona.","Milano (MI). Muratura, cartongesso e pittura su due province, monza e milano. 1120 follower, 74 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
@edil_carboni_brescia,Ristrutturazioni Carboni,Brescia (BS),Ristrutturazioni,186,R,"cercato «ristrutturazioni brescia» nella ricerca di Instagram → profilo aperto e letto il 12/9, 39 post · [verifica-azienda] due titolari che si mettono in bio col nome, Alessandro e Lorenzo, e lavorano isolamento, facciate e interni fra Brescia e il lago di Garda",,,"Buongiorno, sono Patrick Sappa della DenkiCode, siamo a Seveso.

Non c'è niente da comprare qui dentro. Nemmeno un appuntamento. Dal profilo si capisce una cosa: i due titolari, Alessandro e Lorenzo, si mettono in bio col nome. Lavorate isolamento, facciate e interni fra Brescia e il lago di Garda.

Stiamo facendo una ricerca sulle imprese edili della zona: che programmi usate davvero per ordini, magazzino e turni. E cosa vi tocca ancora rifare a mano due volte.

Sono sei domande, due minuti, ed è anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando quello che è uscito dalle altre aziende. È il minimo, visto che i due minuti li mette lei.","Brescia (BS). Due titolari che si mettono in bio col nome, alessandro e lorenzo, e lavorano isolamento, facciate e interni fra brescia e il lago di garda. 186 follower, 39 post.",2026-09-13-instagram-ricerca-lombardia.csv,ricerca,,
