Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda
@diamond.nails.cantu,Diamond Nails,Cantù (CO),Onicotecnica,503,1,"cercato «""Diamond Nails"" Cantù nails beauty brows» → nessuna scheda italiana, solo omonimi all'estero: nessun dominio suo. Profilo letto il 10/9: nessun link in bio [verifica-sito] motori «""Diamond Nails"" Cantù»: 8 risultati · domini: diamondnails.it (vivo: Diamond Nails); diamondnailsandspas.com (vivo: Home - Diamond Nails & Spa); diamond-nailsandspa.com (vivo: Diamond Nails & Spa); diamondnails.org (vivo: Diamond Nails); diamondnails.eu (vivo: Diamond Nails -Gel Polish- Nail Accessories); diamondnails.com (vivo, indovinato); diamondnails.net (vivo, indovinato); diamond-nails.it (vivo, indovinato: Diamond Nails); diamond-nails.com (parcheggiato, indovinato); diamond-nails.ch (parcheggiato, indovinato: diamond-nails.ch is for sale!) · directory: reteimprese.it, instagram.com, sites.google.com · [esamina-sito] diamondnails.it: DUBBIO (ha ancora il testo finto «lorem ipsum»; il server lo dà modificato l'ultima volta il 10 Sep 2026) · titolo «Diamond Nails» · [esamina-sito] diamondnailsandspas.com: OK · titolo «Home - Diamond Nails &amp; Spa» · Websplanet · [esamina-sito] diamond-nailsandspa.com: OK · titolo «Diamond Nails &amp; Spa» · [esamina-sito] diamondnails.org: OK · titolo «Diamond Nails» · [esamina-sito] diamondnails.eu: NON APRE (diamondnails.eu non apre (http 522, https://diamondnails.eu/)) · [esamina-sito] diamondnails.com: VECCHIO (non si adatta al telefono: manca il meta viewport; la pagina ha 1 parole in tutto: è una vetrina vuota) · titolo «Loading...» · [esamina-sito] diamondnails.net: VECCHIO (costruito con nvU; la pagina ha 8 parole in tutto: è una vetrina vuota) · [esamina-sito] diamond-nails.it: DUBBIO (ha ancora il testo finto «lorem ipsum»; il server lo dà modificato l'ultima volta il 10 Sep 2026) · titolo «Diamond Nails» · [letto a mano 10/9] diamondnails.it è una pagina «Diamond Nails» con dentro ancora il lorem ipsum e senza una riga su Cantù, come le altre otto omonime uscite: non è la sua. Resta gancio 1",,,"Buongiorno, sono Patrick Sappa di DenkiCode, piccola software house a Seveso.

Diamond Nails: pink, glow, luxury vibes. Lo stile è chiaro dalle foto. Su Google però il nome porta a saloni americani, non a voi: un sito vostro non c'è.

Vi preparo una prima schermata del sito con le vostre foto e ve la mando qui, senza impegno. Se non vi piace me lo dite.

Se poi la volete online, poche centinaia di euro una volta più una quota annuale.

Ve la preparo?","Cantù · «Pink, Glow, Luxury Vibes»: unghie, beauty, sopracciglia. 63 post, 503 follower."
@class_luxurybeauty_pmu,CLASS luxury beauty & permanent make-up,Luino (VA),Estetica avanzata/PMU,1572,1,"cercato «""Class"" luxury beauty permanent makeup Luino Confalonieri» → solo la pagina Facebook clarissaMicroblading: nessun dominio suo. Profilo letto il 10/9: indirizzo in bio, nessun link [verifica-sito] motori «""CLASS luxury beauty & permanent make-up"" Luino»: 0 risultati · domini: nessuno risponde",,,"Buongiorno Clarissa, buongiorno Costanza. Sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Ho guardato CLASS: face restyling, microblading, più di cento clienti. Chi vi cerca su Google trova solo la pagina Facebook. Per un lavoro così, un sito con i prima e dopo farebbe la differenza.

Ve ne preparo una prima schermata con le vostre foto e ve la mando qui. Gratis, la guardate e decidete voi.

Se poi la volete online sono poche centinaia di euro una volta più una quota annuale.

Ve la preparo?","Via Confalonieri 19, Luino · Clarissa e Costanza. Face-restyling, microblading, dermopigmentazione, laminazione. 199 post, «risultati garantiti da più di 100 clienti»."
@diamond_estetica_luino,Diamond Estetica Avanzata,Luino (VA),Estetica avanzata,647,1,"cercato «""Diamond"" estetica avanzata Luino corso 25 Aprile» → nessuna scheda con dominio: escono omonime di Torino e Daverio, nessuna a Luino. Profilo letto il 10/9: indirizzo in bio, nessun link [verifica-sito] motori «""Diamond Estetica Avanzata"" Luino»: 7 risultati · domini: aromavero.it (vivo: 43507 Centri Estetici in Italia (2026) | AromaVero); ilgigantecentricommerciali.it (vivo: Negozi e Ipermercati | Il Gigante Centri Commerciali); pagantattoo.it (vivo: Arte e Inchiostro - Directory dei migliori studi di tatuaggio e piercing in Ital); blefaroplasticagenova.it (non risponde) · directory: instagram.com, locale.infobel.it, facebook.com · [esamina-sito] aromavero.it: OK (il server lo dà modificato l'ultima volta il 09 Sep 2026) · titolo «43507 Centri Estetici in Italia (2026) | AromaVero» · [esamina-sito] ilgigantecentricommerciali.it: OK · titolo «Negozi e Ipermercati | Il Gigante Centri Commerciali» · [esamina-sito] pagantattoo.it: OK (il server lo dà modificato l'ultima volta il 10 Sep 2026) · titolo «Arte e Inchiostro - Directory dei migliori studi di tatuaggio e piercing in Italia. Trova »",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Ho visto Diamond Estetica Avanzata in corso XXV Aprile. Su Google il vostro nome porta a centri di Torino e Daverio, a Luino non esce un sito vostro.

Vi preparo una prima schermata del sito con le vostre foto e ve la mando qui. Non dovete mandarmi niente. Se non vi piace finisce lì.

Se poi la volete online, poche centinaia di euro una volta più una quota annuale.

Ve la preparo?","Corso XXV Aprile 15, Luino · centro polispecialistico face & body care, team con @lorenzatiepolo. 184 post. ⚠ C'è una Diamond a Daverio (Il Gigante): possibile seconda sede, chiedere."
@solesteticaluino,Solestetica,Luino (VA),Estetica/solarium,542,2,"cercato «""Solestetica"" Luino via Voldomino centro estetico» → virgilio (Sole Estetica di Hoxhaj Yllka), paginebianche, cylex e il vecchio solesteticaluino.it, che il 10/9 è NXDOMAIN su Cloudflare. Profilo letto il 10/9: indirizzo e telefono, nessun link [verifica-sito] motori «""Solestetica"" Luino»: 6 risultati · domini: aromavero.it (vivo: 43507 Centri Estetici in Italia (2026) | AromaVero); solestetica.it (vivo: solestetica.it); solestetica.com (vivo, indovinato: SolEstetica.com is for sale | HugeDomains); solestetica.net (parcheggiato, indovinato) · directory: firmania.it, instagram.com, facebook.com, reteimprese.it · [esamina-sito] aromavero.it: OK (il server lo dà modificato l'ultima volta il 09 Sep 2026) · titolo «43507 Centri Estetici in Italia (2026) | AromaVero» · [esamina-sito] solestetica.it: VECCHIO (apre solo in http, senza lucchetto (https non risponde); la pagina ha 37 parole in tutto: è una vetrina vuota) · titolo «solestetica.it» · [esamina-sito] solestetica.com: DUBBIO (apre solo in http, senza lucchetto (https non risponde)) · titolo «SolEstetica.com is for sale | HugeDomains» · [letto a mano 10/9] solestetica.it è una pagina di 37 parole, solo http, titolo «solestetica.it», che non nomina Luino: un dominio parcheggiato da altri, non un sito. Resta gancio 2 su solesteticaluino.it",,,"Buongiorno Stella, sono Patrick Sappa, DenkiCode, piccola software house a Seveso.

Ho guardato Solestetica. Il dominio solesteticaluino.it compare ancora nelle ricerche, ma non si apre più: chi ci clicca non trova niente.

Le preparo una prima schermata del sito nuovo con le sue foto e gliela mando qui. Gratis, e se non le piace non se ne fa niente.

Se poi lo vuole online, poche centinaia di euro una volta più una quota annuale, e il dominio torna vostro.

Gliela preparo?","Via Martiri di Voldomino 5, Luino · 334 9395407 / 0332 536351 · Stella. Estetica e solarium. Il dominio con il loro nome è scaduto: gancio forte."
@nailslikehermes,"Rebecca, onicotecnica",Merate (LC),Onicotecnica,700,1,"cercato «""nailslikehermes"" OR Rebecca onicotecnica Merate» → solo il profilo Instagram: nessun dominio suo. Profilo letto il 10/9: nessun link in bio [verifica-sito] motori «""Rebecca, onicotecnica"" Merate»: 0 risultati · domini: nessuno risponde",,,"Ciao Rebecca, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Ho guardato il tuo profilo: unghie che raccontano chi sei, e si vede. Su Google però il tuo nome non porta da nessuna parte, un sito non c'è.

Ti preparo una prima schermata del sito con le tue foto e te la mando qui. Gratis. Se non ti piace me lo dici e chiudiamo.

Se poi la vuoi online sono poche centinaia di euro una volta più una quota annuale.

Te la preparo?","Merate · nail artist, «unghie che raccontano chi sei», 344 post. Si scrive «ART» in DM per personalizzare."
@alessandra_nails_oggiono,"Alessandra Noto, onicotecnica",Oggiono (LC),Onicotecnica,399,1,"cercato «""Alessandra Noto"" onicotecnica Oggiono» → nessuna scheda: nessun dominio suo. Profilo letto il 10/9: nessun link in bio [verifica-sito] motori «""Alessandra Noto, onicotecnica"" Oggiono»: 0 risultati · domini: nessuno risponde",,,"Buongiorno Alessandra, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Ho visto il suo lavoro sull'onicofagia: è una cosa che la gente cerca su Google, e su Google lei non c'è, non esce nessun sito con il suo nome.

Le preparo una prima schermata del sito con le sue foto e gliela mando qui. Gratis. Se non le piace me lo dice.

Se poi lo vuole online, poche centinaia di euro una volta più una quota annuale.

Gliela preparo?","Oggiono · onicotecnica certificata, trattamenti per onicofagia. 386 post."
@alyynails,Alyy Nails Studio,Lecco (LC),Onicotecnica,1542,1,"cercato «""Alyy Nails"" studio Lecco onicotecnica» → nessuna scheda sua, solo altri studi di Lecco: nessun dominio. Profilo letto il 10/9: nessun link in bio [verifica-sito] motori «""Alyy Nails Studio"" Lecco»: 0 risultati · domini: nessuno risponde",,,"Ciao Alice, sono Patrick Sappa. Piccola software house a Seveso, DenkiCode.

Ho guardato Alyy Nails Studio. Gli appuntamenti li prendi in DM, e va bene finché chi ti cerca ti trova qui. Su Google però un sito tuo non c'è.

Ti preparo una prima schermata del sito con le tue foto e te la mando qui. Nessun impegno.

Se poi la vuoi online, poche centinaia di euro una volta più una quota annuale. Non migliaia.

Te la preparo?","Lecco · Alice, onicotecnica specializzata, info in DM. 146 post, 1.542 follower."
@p.nails_lecco,P.Unghie,Lecco (LC),Onicotecnica,771,1,"cercato «""P.Unghie"" Lecco onicotecnica» → nessuna scheda: nessun dominio suo. Profilo letto il 10/9: nessun link in bio [verifica-sito] motori «""P.Unghie"" Lecco»: 1 risultati · domini: nessuno risponde · directory: instagram.com",,,"Buongiorno, sono Patrick Sappa di DenkiCode, piccola software house a Seveso.

Ho letto il suo profilo: dodici anni di esperienza e prende nuovi clienti sempre. Chi la cerca su Google non trova un sito, e per chi non è su Instagram lei non esiste.

Le preparo una prima schermata del sito con le sue foto e gliela mando qui. Gratis, senza impegno.

Se poi lo vuole online, poche centinaia di euro una volta più una quota annuale.

Gliela preparo?","Lecco · «prendo nuovi clienti sempre», dodici anni di esperienza. 606 post."
@valentinacauli.nails,"Valentina Cauli, unghie e laminazione",Garbagnate Monastero (LC),Onicotecnica,1079,5,"cercato «""Valentina Cauli"" unghie Garbagnate Monastero» → nessuna scheda: nessun dominio suo. Profilo letto il 10/9: in bio linktr.ee/ValentinaCauli, nessun sito [verifica-sito] motori «""Valentina Cauli, unghie e laminazione"" Garbagnate Monastero»: 0 risultati · domini: nessuno risponde",,,"Ciao Valentina, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Ho visto il tuo profilo, unghie e laminazione a Garbagnate. Il link in bio porta a un Linktree: funziona, ma è una pagina di Linktree, non tua.

Ti preparo una prima schermata di un sito tuo, con le tue foto e il tuo nome, e te la mando qui. Gratis. Se non ti piace finisce lì.

Se poi la vuoi online, poche centinaia di euro una volta più una quota annuale.

Te la preparo?","Garbagnate Monastero · unghie e laminazione, trattamenti personalizzati. 86 post, 1.079 follower."
@glam_gavirate,GLAM hair-styling & estetica,Gavirate (VA),Parrucchieri/estetica,895,1,"cercato «""Glam"" hair styling estetica Gavirate via Amendola» → virgilio (Glam sas di Di Francesco Sabrina), oraridiapertura24, facebook, beautynailhairsalons: nessun dominio suo. Profilo letto il 10/9: indirizzo in bio, nessun link [verifica-sito] motori «""GLAM hair-styling & estetica"" Gavirate»: 0 risultati · domini: nessuno risponde",,,"Buongiorno Sabrina, sono Patrick Sappa, DenkiCode, una piccola software house a Seveso.

Ho guardato GLAM: siete in sei, hair spa, viso e corpo, armocromia. Un salone così su Google esce solo con Virgilio e gli orari di apertura. Un sito vostro non c'è.

Vi preparo una prima schermata del sito con le vostre foto e ve la mando qui. Gratis, la guardate con calma.

Se poi la volete online, poche centinaia di euro una volta più una quota annuale.

Ve la preparo?","Via Amendola 14, Gavirate · 0332 732323 · Sabrina e cinque colleghe (Pinuccia, Romina, Silvia, Paola, Ombretta). Hair spa, viso e corpo, armocromia. 526 post."
@alchimiahairexperience,L'Alchimia Hair Experience,Somma Lombardo (VA),Parrucchieri,1287,1,"cercato «""Alchimia Hair Experience"" Somma Lombardo» → facebook, prenotado.it, virgilio, paginegialle, reteimprese: nessun dominio suo. Profilo letto il 10/9: il bit.ly in bio porta a una pagina QR su workingroupitalia.it, il dominio di un fornitore [verifica-sito] motori «""L'Alchimia Hair Experience"" Somma Lombardo»: 4 risultati · domini: beautynailhairsalons.com (vivo: Trova Saloni locali); capelliextension.it (vivo: Capelli EXT - Elenco delle aziende produttrici di capelli in Italia. Posizione, ) · directory: facebook.com, instagram.com · [esamina-sito] beautynailhairsalons.com: OK · titolo «Trova Saloni locali» · [esamina-sito] capelliextension.it: OK (il server lo dà modificato l'ultima volta il 10 Sep 2026) · titolo «Capelli EXT - Elenco delle aziende produttrici di capelli in Italia. Posizione, contatti e»",,,"Buongiorno Barbara, sono Patrick Sappa. Piccola software house a Seveso, DenkiCode.

Ho visto L'Alchimia: le schiariture naturali e l'analisi della cute. Il link in bio porta a una pagina QR su workingroupitalia.it, il dominio di un fornitore. Un sito con il vostro nome non c'è.

Le preparo una prima schermata del sito con le sue foto e gliela mando qui. Gratis, senza impegno.

Se poi lo vuole online sono poche centinaia di euro una volta più una quota annuale.

Gliela preparo?","Via Vignola 46, Somma Lombardo · 0331 1861249 · Barbara Rivellini. Schiariture su misura, analisi cute. 1.368 post."
