Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@dsbrescia,DS Store Brescia Gozzini,Brescia (BS),Concessionaria,3817,R,"cercato «""DS Store Brescia Gozzini"" Brescia» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: dal 1955 ad oggi, DS Store Brescia, viale della Bornata 146, sito dsbrescia.it, telefono 0303367995. Concessionaria storica con sede propria. 3817 follower, 137 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e siete la concessionaria Gozzini dal 1955, oggi DS Store: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Viale della Bornata, 146. Dal 1955 ad oggi, unisciti a noi per scoprire un brand unico, simbolo del lusso alla francese: #DS. Un'esperienza senza tempo. tel 0303367995. 137 post, 3817 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@cantinaavanzi,Cantina Avanzi,Manerba del Garda (BS),Cantina e frantoio,6832,R,"cercato «""Cantina Avanzi"" Manerba del Garda» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: vini Valtènesi e Lugana dal 1931, olio dal nostro frantoio, via Trevisago 19 Manerba, 3 bicchieri Gambero Rosso, telefono 0365551309. Cantina e frantoio con vendita. 6832 follower, 472 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate vino dal 1931 e olio dal vostro frantoio, con tre bicchieri del Gambero Rosso: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Trevisago 19. Vini Valtènesi e Lugana dal 1931 / Olio dal nostro frantoio / Lago di Garda, Italia / 3 Bicchieri Gambero Rosso Winery / ⤵ Entra nel mondo Avanzi ⤵. tel 0365551309. 472 post, 6832 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@lodi_farm,Azienda Agricola Lodi,Lodi (LO),Azienda agricola,16191,R,"cercato «""Azienda Agricola Lodi"" Lodi» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: dal 1960 il meglio nella produzione di foraggi, paglia e disidratazione erba medica, sito fllilodi.it. Azienda agricola con impianto di disidratazione. 16191 follower, 103 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e producete foraggi, paglia ed erba medica disidratata dal 1960: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","ᴅᴀʟ 𝟣𝟫𝟨𝟢 ɪʟ ᴍᴇɢʟɪᴏ ɴᴇʟʟᴀ ᴘʀᴏᴅᴜᴢɪᴏɴᴇ ᴅɪ ꜰᴏʀᴀɢɢɪ, ᴘᴀɢʟɪᴀ ᴇ ᴅɪꜱɪᴅʀᴀᴛᴀᴢɪᴏɴᴇ ᴇʀʙᴀ ᴍᴇᴅɪᴄᴀ. 103 post, 16191 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@impresaedilepievani,Pievani Impresa Edile,Sorisole (BG),Impresa edile,535,R,"cercato «""Pievani Impresa Edile"" Sorisole» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: ristrutturazioni, costruzioni, manutenzioni, operiamo tra Bergamo e Milano dal 1993, via Gasparotto 13 Sorisole, sito edilpievani.it, telefono 0354128267. 535 follower, 10 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e lavorate su costruzioni, ristrutturazioni e manutenzioni dal 1993, con base a Sorisole: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Poldo Gasparotto 13. Ristrutturazioni • Costruzioni • Manutenzioni / Operiamo tra Bergamo e Milano dal 1993 / Passione, Tradizione e Qualità / info@edilpievani.it. tel 0354128267. 10 post, 535 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@gt_cars_brescia_,GT Cars,Quinzano d'Oglio (BS),Concessionaria usato,324,R,"cercato «""GT Cars"" Quinzano d'Oglio» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: concessionaria auto usate multimarca Brescia e Cremona, via Tigli 12 Quinzano d'Oglio, spedizione in Italia, servizio assicurativo, finanziamenti, assistenza post vendita, telefono 3662117152. 324 follower, 182 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e vendete auto usate multimarca garantite, con spedizione, assicurazione e finanziamenti: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Tigli 12. Migliori marchi d’auto garantite con servizio di spedizione in Italia, servizio assicurativo, finanziamenti personalizzati e assistenza post vendita. tel 3662117152. 182 post, 324 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@newcarshop.ncs,NewCarShop,Milano (MI),Concessionaria usato,2043,R,"cercato «""NewCarShop"" Milano» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: concessionaria auto usato Milano, «ti aiutiamo a scegliere l'auto giusta», consulenza personalizzata, telefono 0236553453, link linktr.ee. 2043 follower, 222 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e vendete auto usate a Milano con la consulenza fissata su appuntamento: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Ti aiutiamo a scegliere l'auto giusta per te senza errori e senza stress / Fissa la tua consulenza personalizzata gratuita, Clicca qui. tel 0236553453. 222 post, 2043 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@varcofordmilano,Varco Ford Milano,Milano (MI),Concessionaria,1129,R,"cercato «""Varco Ford Milano"" Milano» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: VARCO Spa concessionaria Ford Milano, FordStore e Transit Center, nuovo usato veicoli commerciali, assistenza Ford ufficiale, via Innominato 2, sito fordvarco.it, telefono 3347007833. 1129 follower, 614 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e siete FordStore a Milano, con vendita, usato, veicoli commerciali e officina ufficiale: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Innominato 2. FordStore Milano e Transit Center / Concessionaria Nuovo | Usato | Veicoli Commerciali / Assistenza Ford Ufficiale / ~ / Ford aMilano Corsico Rozzano. tel 3347007833. 614 post, 1129 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@g.villa_monza,Concessionaria G. Villa,Monza (MB),Concessionaria,1162,R,"cercato «""Concessionaria G. Villa"" Monza» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: concessionaria ufficiale marchi Stellantis, Leapmotor, Hyundai, Omoda Jaecoo, Lepas, Emc di Monza e Brianza, viale Sicilia 104 Monza, sito gvilla.com, telefono 039283911. Due sedi. 1162 follower, 1293 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e siete la concessionaria ufficiale di Stellantis, Hyundai e altri marchi, su Monza come su Seregno: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Viale Sicilia, 104. Concessionaria ufficiale marchi Stellantis, Leapmotor, Hyundai, Omoda | Jaecoo, Lepas, Emc di Monza e Brianza. tel 039283911. 1293 post, 1162 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@gomotorsmonza,Go Motors,Monza (MB),Concessionaria,627,R,"cercato «""Go Motors"" Monza» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: Go Motors S.r.l. concessionaria e assistenza a Monza, viale Stucchi 66/24, sito gomotorsmonza.it, telefono 3755547410. Vendita e officina. 627 follower, 698 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e vendete e assistete auto a Monza in viale Stucchi: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Viale Stucchi 66/24. Professionalità e affidabilità solo per voi!. tel 3755547410. 698 post, 627 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@moioli.arredamenti,Moioli Arredamenti,Orio al Serio (BG),Arredamento,377,R,"cercato «""Moioli Arredamenti"" Orio al Serio» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: dalla prima idea al risultato finale, prenota la tua consulenza, via Portico 39 Orio al Serio, sito arredamentimoioli.com. Negozio con progettazione. 377 follower, 45 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e arredate dalla prima idea al risultato finale, con la consulenza su appuntamento: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Dalla prima idea al risultato finale / Prenota la tua consulenza / Via Portico, 39 – Orio al Serio (BG) / 035 530640. 45 post, 377 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@spazio_arredamenti_2.0,Spazio Arredamenti 2.0,Bergamo (BG),Arredamento,869,R,"cercato «""Spazio Arredamenti 2.0"" Bergamo» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: realizziamo lo spazio dei tuoi sogni, progetto giorno notte tech, via Don Luigi Palazzolo 19 Bergamo, sito arredamentispazio.it, telefono 035233820. 869 follower, 204 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e progettate giorno, notte e tech in via Palazzolo a Bergamo: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Don Luigi Palazzolo 19. Realizziamo lo spazio dei tuoi sogni / Progetto • Giorno • Notte • Tech / Visita il nostro sito web. tel 035233820. 204 post, 869 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@emme_ci_arredamenti,Emme-Ci Arredamenti,Castegnato (BS),Arredamento,795,R,"cercato «""Emme-Ci Arredamenti"" Castegnato» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: sedie e tavoli, arredamento e cucine su misura, dalla progettazione al post-vendita, showroom via Padana Superiore 110 Castegnato, sito emmeci-arredamenti.it, telefono 0302148000. 795 follower, 625 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate arredamento e cucine a Castegnato, con il cliente seguito dal progetto al post-vendita: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Padana Superiore, 110. Seguici sul nostro nuovo profilo @emmeci.arredamenti / 3516201608. tel 0302148000. 625 post, 795 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
