Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@gloriacassader_lashes,Gloria Cassader Lashes,Alzano Lombardo (BG),Ciglia,555,1,"cercato «""Gloria Cassader Lashes"" Alzano Lombardo» → profilo letto il 15/9 dalla sessione di Patrick: 38 post, 555 follower, nessun link in bio. bio: extension ciglia Bergamo, Alzano Lombardo, elenco servizi one to one, volume, effetti, laminazione, nessun link [verifica-sito] motori «""Gloria Cassader Lashes"" Alzano Lombardo»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il tuo profilo: one to one, volume, effetti bagnato e raggi, laminazione: hai già scritto il menù dei servizi in bio.

Ho notato però una cosa: quel menù sta in una riga di Instagram, e chi cerca extension ciglia ad Alzano su Google non ti trova, perché un sito tuo non c'è.

Abbiamo preso ispirazione dal tuo profilo e abbiamo realizzato una bozza del tuo sito.

Preferisci che te la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se ti piace, poi ne parliamo. Se vuoi vedere cosa facciamo: denkicode.com","•Arte e precisione per il tuo sguardo: extension ciglia su misura per te! • / ONE TO ONE / VOLUME / EFFETTI (bagnato, raggi) / LAMINAZIONE. 38 post, 555 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@giusitruccopermanente,Giusi PMU,Bergamo (BG),PMU,2395,1,"cercato «""Giusi PMU"" Bergamo» → profilo letto il 15/9 dalla sessione di Patrick: 386 post, 2395 follower, link in bio: https://wa.me/393398769228?countryName=IT&countryCode=39&phoneNumber=3398769228. bio: specialista in PMU e correzioni, recupero vecchi lavori, eyeliner labbra sopracciglia, link wa.me, 339 876 9228. Nessun dominio proprio [verifica-sito] motori «""Giusi PMU"" Bergamo»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il tuo profilo: trucco permanente e correzioni dei vecchi lavori, con quasi quattrocento post che lo dimostrano.

Ho notato però una cosa: la consulenza si prenota solo da WhatsApp, e chi cerca il trucco permanente a Bergamo su Google trova le schede degli altri, non un sito tuo.

Abbiamo preso ispirazione dal tuo profilo e abbiamo realizzato una bozza del tuo sito.

Preferisci che te la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se ti piace, poi ne parliamo. Se vuoi vedere cosa facciamo: denkicode.com","Specialista in PMU & Correzioni / Esperta recupero vecchi lavori / Eyeliner Labbra & Sopracciglia / Prenota la tua consulenza / +39 339 876 9228. tel 3398769228. 386 post, 2395 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@dursomelissa_,Melissa D'Urso,Bergamo (BG),Ciglia e PMU,240,1,"cercato «""Melissa D'Urso"" Bergamo» → profilo letto il 15/9 dalla sessione di Patrick: 26 post, 240 follower, nessun link in bio. bio: laminazione, sopracciglia, PMU, Bergamo, trattamenti e corsi, nessun link e nessun telefono [verifica-sito] motori «""Melissa D'Urso"" Bergamo»: 0 risultati · domini: melissaurso.com (non risponde, indovinato)",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il tuo profilo: laminazione, sopracciglia e trucco permanente. In bio parli di risultati naturali con «un pizzico di pignoleria», che dice tutto.

Ho notato però una cosa: chi cerca una laminazione a Bergamo su Google trova le schede degli altri, e un sito tuo non c'è.

Abbiamo preso ispirazione dal tuo profilo e abbiamo realizzato una bozza del tuo sito.

Preferisci che te la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se ti piace, poi ne parliamo. Se vuoi vedere cosa facciamo: denkicode.com","Ogni trattamento e corso che faccio ha lo stesso obiettivo: sicurezza di ciò che vedi e che fai, risultati naturali e un pizzico di pignoleria / qui. 26 post, 240 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@lashlamipmu_bg,Lash Lami PMU,Bergamo (BG),Ciglia e PMU,1259,1,"cercato «""Lash Lami PMU"" Bergamo» → profilo letto il 15/9 dalla sessione di Patrick: 102 post, 1259 follower, link in bio: https://wa.me/393319847915?countryName=IT&countryCode=39&phoneNumber=3319847915 https://wa.me/393319847915?countryName=IT&countryCode=39&phoneNumber=3319847915. bio: Lash e Brow Expert, PMU, laminazione, ceretta, make-up, Bergamo, link wa.me al 3319847915. Nessun dominio proprio [verifica-sito] motori «""Lash Lami PMU"" Bergamo»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il tuo profilo: ciglia, sopracciglia, trucco permanente, ceretta e make-up, cento post e milleduecento persone che ti seguono.

Ho notato però una cosa: si prenota solo da WhatsApp, e chi cerca una lash expert a Bergamo su Google trova le schede degli altri, non un sito tuo.

Abbiamo preso ispirazione dal tuo profilo e abbiamo realizzato una bozza del tuo sito.

Preferisci che te la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se ti piace, poi ne parliamo. Se vuoi vedere cosa facciamo: denkicode.com","Lash & Brow Expert | PMU / Laminazione • Ceretta • Make-up / Bergamo. 102 post, 1259 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@yanart.brows,Yanart Brows,Bergamo (BG),PMU,3329,1,"cercato «""Yanart Brows"" Bergamo» → profilo letto il 15/9 dalla sessione di Patrick: 186 post, 3329 follower, link in bio: https://wa.me/393423291233?countryName=IT&countryCode=39&phoneNumber=3423291233. bio: nanobrows, microblading, trucco permanente, Bergamo, PhiAcademy, link wa.me al 3423291233. Nessun dominio proprio [verifica-sito] motori «""Yanart Brows"" Bergamo»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il tuo profilo: sopracciglia effetto pelo, laminazione e lip blush, tremilatrecento persone che ti seguono e lavori senza filtri.

Ho notato però una cosa: le prenotazioni passano solo da WhatsApp, e chi cerca il microblading a Bergamo su Google trova le schede degli altri, non un sito tuo.

Abbiamo preso ispirazione dal tuo profilo e abbiamo realizzato una bozza del tuo sito.

Preferisci che te la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se ti piace, poi ne parliamo. Se vuoi vedere cosa facciamo: denkicode.com","Bellezza senza filtri @phiacademy / Sopracciglia effetto pelo•Laminazione / Lip Blush / Prenotazioni ↓. 186 post, 3329 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@custombeautynailstreviglio,Custom Beauty Nails,Treviglio (BG),Nail,1021,1,"cercato «""Custom Beauty Nails"" Treviglio» → profilo letto il 15/9 dalla sessione di Patrick: 15 post, 1021 follower, nessun link in bio. bio: via Roma 21B Treviglio, prenotazioni in DM o WhatsApp 3518692431, nessun link [verifica-sito] motori «""Custom Beauty Nails"" Treviglio»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il tuo profilo: unghie in via Roma a Treviglio, con il numero e l'indirizzo già in bio, e mille persone che ti seguono.

Ho notato però una cosa: le prenotazioni arrivano da DM e WhatsApp, e chi cerca un nail center a Treviglio su Google trova le schede degli altri, non un sito tuo.

Abbiamo preso ispirazione dal tuo profilo e abbiamo realizzato una bozza del tuo sito.

Preferisci che te la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se ti piace, poi ne parliamo. Se vuoi vedere cosa facciamo: denkicode.com","Via roma 21B. Nails / Treviglio, Via Roma 21B / Prenotazioni in DM o WhatsApp / 3518692431 @mycustomshoes @mycustombarber. tel 3518692431. 15 post, 1021 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@laplayatreviglio,La Playa Solarium Estetica,Treviglio (BG),Solarium ed estetica,1091,1,"cercato «""La Playa Solarium Estetica"" Treviglio» → profilo letto il 15/9 dalla sessione di Patrick: 466 post, 1091 follower, nessun link in bio. bio: via Camillo Terni 47/a Treviglio, telefono 0363301982 e WhatsApp 331 9521298, nessun link [verifica-sito] motori «""La Playa Solarium Estetica"" Treviglio»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il vostro profilo: solarium ed estetica a Treviglio, quattrocentosessanta post e due numeri in bio, uno solo per WhatsApp.

Ho notato però una cosa: chi cerca un solarium o un centro estetico a Treviglio su Google trova le schede degli altri, e un sito vostro non c'è.

Abbiamo preso ispirazione dal vostro profilo e abbiamo realizzato una bozza del vostro sito.

Preferite che ve la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se vi piace, poi ne parliamo. Se volete vedere cosa facciamo: denkicode.com","via Camillo Terni 47/a. 0363.301982 / 331 9521298 (solo whatsapp). tel 0363301982. 466 post, 1091 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@istitutodibellezzalafenice,Istituto di Bellezza La Fenice,Treviglio (BG),Estetica avanzata,449,5,"cercato «""Istituto di Bellezza La Fenice"" Treviglio» → profilo letto il 15/9 dalla sessione di Patrick: 184 post, 449 follower, link in bio: https://lafenice.vetrina-digitale.com/ https://lafenice.vetrina-digitale.com/ https://wa.me/3903631745737?countryName=IT&countryCode=39&phoneNumber=03631745737 https://g.page/r/CWPwpioSLnrmEAE/review. bio: via San Martino 14/C Treviglio e via Giordano Bruno 4 Arcene, link a lafenice.vetrina-digitale.com (sottodominio di una piattaforma), WhatsApp e recensioni Google. Nessun dominio proprio [verifica-sito] motori «""Istituto di Bellezza La Fenice"" Treviglio»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il vostro profilo: estetica avanzata su due sedi, Treviglio e Arcene, e un centro specializzato Ghalko.

Ho notato però una cosa: il link in bio porta a una pagina su vetrina-digitale.com, che è un sito dentro il sito di qualcun altro, e un sito vostro con il vostro nome non c'è.

Abbiamo preso ispirazione dal vostro profilo e abbiamo realizzato una bozza del vostro sito.

Preferite che ve la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se vi piace, poi ne parliamo. Se volete vedere cosa facciamo: denkicode.com","• Centro specializzato in @ghalkomagripersempre / • Estetica avanzata viso-corpo / • Via San Martino 14/C - Treviglio & Via Giordano Bruno 4 - Arcene. tel 03631745737. 184 post, 449 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@estetica_e_benessere_treviglio,Estetica e Benessere di Natascia Dibenedetto,Treviglio (BG),Estetica,543,1,"cercato «""Estetica e Benessere di Natascia Dibenedetto"" Treviglio» → profilo letto il 15/9 dalla sessione di Patrick: 197 post, 543 follower, nessun link in bio. bio: via dei Mille 19 Treviglio, certificato ISHI, laser, orari martedì giovedì venerdì 9-19, telefono 3458455974, nessun link [verifica-sito] motori «""Estetica e Benessere di Natascia Dibenedetto"" Treviglio»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il tuo profilo: estetica tradizionale e avanzata in via dei Mille, laser, certificato ISHI, e gli orari già in bio.

Ho notato però una cosa: quegli orari stanno in una riga di Instagram, e chi cerca un centro estetico a Treviglio su Google trova le schede degli altri, non un sito tuo.

Abbiamo preso ispirazione dal tuo profilo e abbiamo realizzato una bozza del tuo sito.

Preferisci che te la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se ti piace, poi ne parliamo. Se vuoi vedere cosa facciamo: denkicode.com","Via dei Mille 19. Certificato ISHI / Estetica tradizionale e avanzata, laser, trattamenti / Info e appuntamenti / 3458455974 / Martedì - Giovedì - Venerdí 9:00 - 19:00. tel 3458455974. 197 post, 543 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@nails_seriate,Nails Seriate,Seriate (BG),Nail,1786,1,"cercato «""Nails Seriate"" Seriate» → profilo letto il 15/9 dalla sessione di Patrick: 128 post, 1786 follower, nessun link in bio. bio: copertura gel, semipermanente, ricostruzione, Seriate BG, info in direct, telefono 3240855472, nessun link [verifica-sito] motori «""Nails Seriate"" Seriate»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il tuo profilo: gel, semipermanente e ricostruzione a Seriate, e quasi milleottocento persone che ti seguono.

Ho notato però una cosa: si prenota solo in direct, e chi cerca unghie a Seriate su Google trova le schede degli altri, non un sito tuo.

Abbiamo preso ispirazione dal tuo profilo e abbiamo realizzato una bozza del tuo sito.

Preferisci che te la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se ti piace, poi ne parliamo. Se vuoi vedere cosa facciamo: denkicode.com","Copertura gel / Semipermanente / Ricostruzione unghie / Seriate, BG / Per info scrivi in DIRECT. tel 3240855472. 128 post, 1786 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
@hibiscus.estetica_nails,Centro Estetico Hibiscus,Alzano Lombardo (BG),Estetica e nail,1460,1,"cercato «""Centro Estetico Hibiscus"" Alzano Lombardo» → profilo letto il 15/9 dalla sessione di Patrick: 684 post, 1460 follower, link in bio: https://wa.me/message/HO5CJFN7RT6XN1. bio: pelle, corpo, epilazione laser, nails, Alzano Lombardo, link wa.me, telefono 3408027209. Nessun dominio proprio [verifica-sito] motori «""Centro Estetico Hibiscus"" Alzano Lombardo»: 0 risultati · domini: nessuno risponde",,,"Ciao, sono Patrick di DenkiCode. Ho guardato il vostro profilo: seicentottanta post fra pelle, corpo, laser e unghie ad Alzano.

Ho notato però una cosa: le consulenze passano da WhatsApp, e chi cerca un centro estetico ad Alzano su Google trova le schede degli altri, non un sito vostro.

Abbiamo preso ispirazione dal vostro profilo e abbiamo realizzato una bozza del vostro sito.

Preferite che ve la mandi qui su Instagram, o prima ne parliamo due minuti al telefono? In ogni caso zero costi e zero impegno: se vi piace, poi ne parliamo. Se volete vedere cosa facciamo: denkicode.com","Centro Estetico Hibiscus / Pelle • Corpo • Epilazione Laser • Nails / Alzano Lombardo / Info e consulenze Whatsapp. tel 3408027209. 684 post, 1460 follower.",2026-09-16-instagram-siti-bergamo.csv,siti,,
