Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@rota_fioriere_1950,Rota Fioriere,Milano (MI),Lattoneria e fioriere in metallo,2848,R,"cercato «impermeabilizzazioni Milano» su Pagine Gialle → scheda Lattoneria Rota a Milano, sito rotafioriere.com, Instagram dalla scheda [verifica-azienda] profilo aperto il 25/9: 111 post, 2.848 follower. Che è strutturata si vede dal profilo: lattoneria sul mercato di Milano dal 1950, con una divisione che produce fioriere e arredi per terrazzi",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende artigiane qui in zona. La vostra è una lattoneria dal 1950 che ha aperto un ramo tutto suo, le fioriere per i terrazzi di Milano: un'idea che pochi avrebbero avuto.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Rota Fioriere, divisione di Lattoneria Rota, viale Monza 22, Milano. 2.848 follower, 111 post. Dal 1950. Fioriere, panche, terrazzi. Sito rotafioriere.com.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@impresaguiso,Impresa Guiso,Lecco (LC),"Serramenti per tetti, installatore Velux",922,R,"cercato «impermeabilizzazioni Lecco» su Pagine Gialle → scheda Impresa Guiso a Lecco, sito impresaguiso.it, Instagram dalla scheda [verifica-azienda] profilo aperto il 25/9: 271 post, 922 follower. Che è strutturata si vede dal profilo: installatore certificato Velux, finestre per tetti e lavori in copertura",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende edili qui in zona. La vostra è installatore certificato Velux, e con quasi trecento post fa vedere un tetto dopo l'altro.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Impresa Guiso, Lecco. 922 follower, 271 post. Installatore certificato Velux. Sito impresaguiso.it.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@spurghi_idroservice_srls_,Spurghi Idroservice,Cologno Monzese (MI),Spurghi e servizi idraulici,975,R,"cercato «spurghi Milano» su Pagine Gialle → scheda Idroservice Spurghi a Cologno Monzese, Instagram dalla scheda [verifica-azienda] profilo aperto il 25/9: 52 post, 975 follower. Che è strutturata si vede dal profilo: impresa di spurghi con mezzi e squadre in servizio su Milano",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende dei servizi ambientali qui in zona. La vostra fa spurghi su tutta Milano da Cologno Monzese, con i mezzi in strada tutti i giorni.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Spurghi Idroservice srls, via Ottorino Respighi 15, Cologno Monzese. 975 follower, 52 post. Spurghi Milano.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@styleservicesrl,Style Service,Milano (MI),Impresa edile,590,R,"cercato «spurghi Milano» su Pagine Gialle → scheda Style Service a Milano, sito styleserviceconstructionsrl.com, Instagram dalla scheda [verifica-azienda] profilo aperto il 25/9: 410 post, 590 follower. Che è strutturata si vede dal profilo: edilizia a 360 gradi con più sedi, appartamenti e bagni rifatti",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende edili qui in zona. La vostra fa edilizia a 360 gradi, con più sedi e più di quattrocento lavori pubblicati.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Style Service srl, Milano e altre sedi. 590 follower, 410 post. Edilizia a 360°, appartamenti, bagni. Sito styleserviceconstructionsrl.com.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@franaspurghi,Frana Spurghi,Madone (BG),Spurghi civili e industriali,627,R,"cercato «spurghi Bergamo» su Pagine Gialle → scheda Frana Spurghi Servizi Ambientali a Madone, sito franaspurghi.com, Instagram dalla scheda [verifica-azienda] profilo aperto il 25/9: 95 post, 627 follower. Che è strutturata si vede dal profilo: spurghi civili e industriali su Bergamo e provincia, con autospurghi e squadre",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende dei servizi ambientali qui in zona. La vostra fa spurghi civili e industriali su tutta la provincia di Bergamo.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Frana Spurghi srl, Madone (BG). 627 follower, 95 post. Spurghi civili e industriali, Bergamo e provincia. Sito franaspurghi.com.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@borgospurghi,Borgo Spurghi,Castenedolo (BS),"Spurghi, bonifiche e servizi ambientali",1123,R,"cercato «spurghi Brescia» su Pagine Gialle → scheda Borgo Spurghi a Castenedolo, sito borgospurghi.it, Instagram dalla scheda [verifica-azienda] profilo aperto il 25/9: 260 post, 1.123 follower. Che è strutturata si vede dal profilo: spurghi, aspirazione macerie, smaltimento rifiuti, bonifiche e rimozione amianto, all'interno di un gruppo",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende dei servizi ambientali qui in zona. La vostra fa spurghi, bonifiche, rimozione amianto, smaltimento rifiuti, e in zona sponsorizza pure il basket.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Borgo Spurghi srl, via Monte Pasubio 84/a, Castenedolo. 1.123 follower, 260 post. Spurghi, aspirazione macerie, rifiuti, bonifiche, amianto. Sponsor sportivi. Sito borgospurghi.it.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@cascinaalberona,Cascina Alberona,Mortara (PV),Azienda risicola con riseria e vendita,4799,R,"cercato «site:instagram.com riseria pavia OR lomellina» su Google → profilo aperto il 25/9: 1.134 post, 4.799 follower, sito cascinaalberona.com [verifica-azienda] Che è strutturata si vede dal profilo: filiera chiusa dal 1987, riso Carnaroli, Baldo e Sant'Andrea, pasta, farine e birra, shop online e una riseria nuova inaugurata il 19 settembre",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende agricole qui in zona. La vostra ha appena inaugurato la riseria nuova, e con la filiera chiusa dal 1987 adesso il riso lo fate dall'inizio alla fine.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Cascina Alberona, Mortara (Lomellina). 4.799 follower, 1.134 post. Filiera chiusa dal 1987: riso, pasta, farine, birra. Riseria nuova inaugurata il 19/9. Progetto Lomellina Terra di Riso. Sito cascinaalberona.com.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@contiriso_riseria,ContiRiso,Candia Lomellina (PV),Riseria di famiglia,1041,R,"cercato «site:instagram.com riseria pavia OR lomellina» su Google → profilo aperto il 25/9: 113 post, 1.041 follower, sito contiriso.it [verifica-azienda] Che è strutturata si vede dal profilo: riseria di famiglia che coltiva e lavora il proprio riso, con prodotti nuovi e uno spot su Telepavia",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende agricole qui in zona. La vostra è una riseria di famiglia, due cugine che coltivano e lavorano il loro riso, e l'avete pure portata in tv.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","ContiRiso, via De Scottis 12/26, Candia Lomellina. 1.041 follower, 113 post. Riseria di famiglia gestita da due cugine. Highlight Infuso, Poke, RiceQuiz, spot Telepavia. Sito contiriso.it.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@trasporti_arcieri,Trasporti e Spedizioni Arcieri,Medolago (BG),Autotrasporti conto terzi,535,R,"cercato «site:instagram.com autotrasporti bergamo OR brescia srl» su Google → profilo aperto il 25/9: 247 post, 535 follower, sito arcieri.it [verifica-azienda] Che è strutturata si vede dal profilo: trasporti conto terzi e materiali sfusi con ribaltabili da sessant'anni, oggi nel gruppo SBG, e cercano autisti per ampliare l'organico",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende del trasporto qui in zona. La vostra viaggia da sessant'anni con i ribaltabili e adesso sta cercando autisti per crescere: non è da tutti, di questi tempi.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Trasporti e Spedizioni Arcieri, via Presolana 36, Medolago. 535 follower, 247 post. Conto terzi, materiali sfusi, ribaltabili. Gruppo SBG. Cercano autisti C/E + CQC. Sito arcieri.it.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@acbsrl_autotrasporti,ACB Srl Logistica e Trasporto,Suisio (BG),Trasporti e logistica,564,R,"cercato «site:instagram.com autotrasporti bergamo OR brescia srl» su Google → profilo aperto il 25/9: 784 post, 564 follower, sito gruppoacb.it (sede in viale Europa 22 a Suisio) [verifica-azienda] Che è strutturata si vede dal profilo: spedizioni 24/48 ore, groupage, carichi completi e ADR, logistica e una scuola interna per gli autisti",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende del trasporto qui in zona. La vostra fa groupage, carichi completi e merci ADR con consegna in 24 o 48 ore, e ha perfino una scuola interna per gli autisti.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","ACB Srl, viale Europa 22, Suisio (BG). 564 follower, 784 post. Spedizioni 24/48h, groupage, carichi completi, ADR, logistica, ACB School. Sito gruppoacb.it.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@br3_italia,BR3,San Zeno Naviglio (BS),Trasporti e logistica,4132,R,"cercato «site:instagram.com autotrasporti bergamo OR brescia srl» su Google → profilo aperto il 25/9: 46 post, 4.132 follower, sito br3.it [verifica-azienda] Che è strutturata si vede dal profilo: azienda di trasporti e logistica con flotta propria, in via Leonardo da Vinci 2 a San Zeno Naviglio",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende del trasporto qui in zona. La vostra è un'azienda di trasporti giovane che ha già più di quattromila persone che la seguono: «go fast, go safe» si vede.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","BR3 srl, via Leonardo da Vinci 2, San Zeno Naviglio (BS). 4.132 follower, 46 post. Trasporti e logistica. Sito br3.it.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@belbrutitrasporti,Autotrasporti Belbruti Alessandro,Castelli Calepio (BG),Autotrasporti,157,R,"cercato «site:instagram.com autotrasporti bergamo OR brescia srl» su Google → profilo aperto il 25/9: 25 post, 157 follower [verifica-azienda] Che è strutturata si vede dal profilo: autotrasporti dal 1982 con una flotta di nove mezzi",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende del trasporto qui in zona. La vostra fa trasporti dal 1982, e i nove mezzi della flotta si vedono uno per uno nei post.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Autotrasporti Belbruti Alessandro srl, via De Gasperi 34, Castelli Calepio. 157 follower, 25 post. Dal 1982, 9 mezzi.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
@autotrasportiimberti,Autotrasporti Imberti,Casnigo (BG),"Trasporti, gru, logistica e depositi",340,R,"cercato «site:instagram.com autotrasporti bergamo OR brescia srl» su Google → profilo aperto il 25/9: 151 post, 340 follower, sito autotrasportiimberti.it [verifica-azienda] Che è strutturata si vede dal profilo: trasporti nazionali e internazionali, servizio gru, logistica e depositi",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende del trasporto qui in zona. La vostra fa trasporti in Italia e all'estero, servizio gru, logistica e depositi, tutto da Casnigo in Val Seriana.

Sei domande, anonime. Due minuti:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando quello che è venuto fuori dalle altre aziende qui intorno.","Autotrasporti Imberti srl, via Preda 24, Casnigo (BG). 340 follower, 151 post. Trasporti nazionali e internazionali, gru, logistica, depositi. Sito autotrasportiimberti.it.",2026-09-25-instagram-ricerca-lombardia,ricerca,,
