Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@hotelcaravellimone,Hotel Caravel,Limone sul Garda (BS),Albergo con ristorante,4261,T,"cercato «""Hotel Caravel"" Limone sul Garda» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: resort a Limone sul Garda, «Lago. Montagna. Relax. Sapori autentici», bio bilingue. Resort con ristorazione e piscina, stagione lunga, squadra grande. 4261 follower, 346 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: un resort a Limone che parla anche ai tedeschi, lago, montagna e sapori.

Una curiosità: un resort con ristorante e piscina ha decine di persone su turni: il calendario chi lo scrive?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","L’Italia che sogni. / Lago. Montagna. Relax. Sapori autentici. / Willkommen am Gardasee. / Limone sul Garda. tel 036591011. 346 post, 4261 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotelrivieralimone,Hotel Riviera,Limone sul Garda (BS),Albergo con spa,1372,T,"cercato «""Hotel Riviera"" Limone sul Garda» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: run by Rodella family since 1960, 50 m from the beach, garden, pool, sauna, gym, whirlpool, via Nanzello 10. Albergo di famiglia con piscina e area benessere: più reparti su turni. 1372 follower, 286 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: la famiglia Rodella dal 1960, a cinquanta metri dalla spiaggia, con piscina, sauna, palestra e bici.

Una curiosità: dal 1960 i turni li fate ancora come allora, a mano?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Nanzello 10. Run by Rodella family since 1960 / • 50m from the beach, lake-view / • garden, pool, sauna, gym, whirlpool and bikes / #hotelrivieralimone. tel 0365954060. 286 post, 1372 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotel.florida.limone,Hotel Florida,Limone sul Garda (BS),Albergo,411,T,"cercato «""Hotel Florida"" Limone sul Garda» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: active hotel 3 stelle a 800 m dal centro, new look 2026, bike room, e-bike, palestra, piscina, via Tamas 14. Albergo stagionale appena rinnovato con reception, colazioni e piani. 411 follower, 159 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: active hotel a Limone rifatto nel 2026, con bike room, palestra e piscina.

Una curiosità: reception, colazioni e piani: chi decide chi lavora quando, e come lo comunicate?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Tamas 14. Active Hotel a 800m dal centro / New look 2026 / Bike room • e-bike rent • palestra • piscina • parcheggio privato • garage / Prenota qui. tel 0365954207. 159 post, 411 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@iseolagohotel,Iseolago Hotel,Iseo (BS),Albergo con ristorante e spa,1866,T,"cercato «""Iseolago Hotel"" Iseo» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: 4 stelle sul lago d'Iseo vicino alla Franciacorta, meeting rooms, restaurant, spa & fitness. Tre reparti con orari diversi sotto lo stesso tetto. 1866 follower, 342 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: quattro stelle sul lago d'Iseo con sale meeting, ristorante e spa.

Una curiosità: con sale meeting, ristorante e spa nello stesso posto, chi mette d'accordo tre reparti sui turni?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Hotel on #LakeIseo near the beautiful vineyards of #Franciacorta. / Meeting rooms / Restaurant / Spa&Fitness / #iseolagohotel. tel 03098891. 342 post, 1866 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotel_arabafenice_iseo,Hotel Araba Fenice,Iseo (BS),Albergo con ristorante,2536,T,"cercato «""Hotel Araba Fenice"" Iseo» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: 4 stelle sul lago d'Iseo, infinity pool e panoramic pool, lounge bar & bistrot Terrazza 1841, ristorante Izé. Due locali con nome proprio dentro l'albergo: cucina, sala e bar su turni. 2536 follower, 244 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: quattro stelle a Iseo con due piscine, il lounge bar, il bistrot e il ristorante.

Una curiosità: bar, bistrot, ristorante e camere: quante persone, e chi ne scrive i turni?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","4 on Iseo lake / Infinity Pool & Panoramic Pool / • @terrazza.1841: LoungeBar & Bistrot / • @izerestaurant: lake view gourmet Restaurant. tel 0309822004. 244 post, 2536 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@lakehotellapieve,Lake Hotel La Pieve,Pisogne (BS),Albergo con spa,2563,T,"cercato «""Lake Hotel La Pieve"" Pisogne» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: 4 stelle, spa & benessere, Italy Bike Hotel, lake & mountain, via Recaldini 1, prenotazioni via verticalbooking. Spa e albergo: reparti con orari diversi. 2563 follower, 372 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: quattro stelle a Pisogne con spa e bike hotel, fra lago e montagna.

Una curiosità: spa, reception e ristorante: chi incastra i turni e su cosa?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Don G. Recaldini, 1. • **** hotel • Spa & Benessere • Italy Bike Hotel • Lake & Mountain • Booking. tel 036486214. 372 post, 2563 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotelbivio_livigno,Bivio Plaza Hotel,Livigno (SO),Albergo con ristorante e spa,24262,T,"cercato «""Bivio Plaza Hotel"" Livigno» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: four stars Livigno centre, garden & wellness spa, two restaurants (Stube de Montagne e Bivio Cantina), via Plan 422. Due cucine, due sale, spa e reception: squadra grande su due stagioni. 24262 follower, 925 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: quattro stelle in centro a Livigno con spa e due ristoranti.

Una curiosità: due ristoranti, spa e reception: i turni di quante persone, e chi li fa?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Plan 422. Livigno, centre / Four Stars Hotel Livigno / Garden & wellness Spa / Two Restaurants @biviocantina_restaurant / @biviolifelivignohotels. tel 0342996137. 925 post, 24262 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotelgallilivigno,Hotel Galli,Livigno (SO),Albergo con ristorante,5665,T,"cercato «""Hotel Galli"" Livigno» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: hotel tra le Alpi, pet friendly, benessere e gusto, ristorante Il Cenacolo aperto a tutti. Ristorante aperto agli esterni più albergo: cucina, sala, reception e piani. 5665 follower, 632 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: tre stelle a Livigno con il ristorante Il Cenacolo aperto anche agli esterni.

Una curiosità: cucina, sala e camere in due stagioni: chi copre i buchi quando qualcuno manca?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Il tuo hotel tra le Alpi: pet friendly, tra benessere e gusto. Il Cenacolo il nostro ristorante, aperto a tutti. tel 0342996376. 632 post, 5665 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@montchaletnevada,Mont Chalet Nevada,Livigno (SO),Albergo con spa,6072,T,"cercato «""Mont Chalet Nevada"" Livigno» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: Hotel & Spa 4 stelle Livigno, wellness & spa, sport & relax, love & family, prenotazioni via simplebooking. Albergo con spa e ristorazione: più reparti su turni. 6072 follower, 656 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: hotel e spa quattro stelle a Livigno, fra wellness, sport e famiglie.

Una curiosità: spa, ristorante e reception: chi incastra i turni della stagione?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Wellness & Spa / Sport & Relax / Love & Family / More info visit our website. / Summer Sale. tel 0342996551. 656 post, 6072 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotelfuniviabormio,Funivia Active Hotel,Bormio (SO),Albergo con ristorante e spa,14923,T,"cercato «""Funivia Active Hotel"" Bormio» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: active & bike hotel in Bormio, wellness and relax, restaurant menù à la carte, via Funivie 34. Ristorante alla carta più spa: cucina, sala, spa e reception con orari diversi. 14923 follower, 1201 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: active hotel a Bormio con wellness e ristorante alla carta.

Una curiosità: ristorante, spa e reception: chi fa i turni, e su cosa?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Funivie 34. Active & Bike Hotel in Bormio ~ Italy / Wellness and relax in the Alps / Restaurant ~ Menù à La Carte / Find all info here. tel 0342903242. 1201 post, 14923 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@miramontiparkhotel,Miramonti Park Hotel,Bormio (SO),Albergo con ristorante e spa,8180,T,"cercato «""Miramonti Park Hotel"" Bormio» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: oasi alpina 4 stelle a Bormio, spa & cucina tipica valtellinese, via Milano 50. Cucina, spa e piani in due stagioni. 8180 follower, 651 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: quattro stelle a Bormio con spa e cucina valtellinese, a due passi dalle piste e dalle terme.

Una curiosità: cucina, spa e piani: chi tiene il calendario dei turni fra stagione invernale ed estiva?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Milano 50. La tua oasi alpina 4 a Bormio / SPA & cucina tipica valtellinese / A due passi dalle piste & terme / Vivi il benessere tutto l’anno. tel 0342903312. 651 post, 8180 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@genzianellabormio,Alpine Chic Hotel Genzianella,Bormio (SO),Albergo con spa,7027,T,"cercato «""Alpine Chic Hotel Genzianella"" Bormio» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: Bike Hotel, Nidum SPA & mountain feeling, ospitalità alpina dal 1959, via Zandilla 6. Spa con nome proprio, ristorazione e reception: reparti con orari diversi. 7027 follower, 999 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: ospitalità alpina dal 1959, con la Nidum spa e il bike hotel.

Una curiosità: spa, ristorante e reception: chi scrive i turni e come li comunica alla squadra?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Zandilla, 6. Bike Hotel, Nidum SPA & mountain feeling / Ospitalità alpina dal 1959. tel 0342904485. 999 post, 7027 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotelandossi,Hotel Andossi,Madesimo (SO),Albergo con spa,869,T,"cercato «""Hotel Andossi"" Madesimo» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: family-run hotel, spa & relax, pool, info@hotelandossi.com. Albergo di montagna con spa e piscina: più reparti su due stagioni. 869 follower, 74 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: hotel di famiglia a Madesimo con spa e piscina.

Una curiosità: spa, piscina, ristorante e camere: chi incastra i turni delle due stagioni?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Welcome to Hotel Andossi! / Family-run hotel Spa & relax Pool / info@hotelandossi.com / +39 034357000 / Via A. De Giacomi 45, Madesimo. 74 post, 869 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@campellialbosaggia,Hotel Campelli,Albosaggia (SO),Albergo con ristorante,5954,T,"cercato «""Hotel Campelli"" Albosaggia» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: Hotel Campelli con Ristorante La Moia ad Albosaggia vicino a Sondrio, via Moia 6. Ristorante con nome proprio dentro l'albergo: cucina, sala, reception e piani. 5954 follower, 683 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: hotel con il ristorante La Moia ad Albosaggia, vicino a Sondrio.

Una curiosità: ristorante e albergo insieme: chi incastra i turni di cucina, sala e reception?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Moia, 6. #Hotel Campelli con Ristorante La Moia ad Albosaggia vicino a #Sondrio in #valtellina I momenti più belli li vivi al Campelli. tel 0342510662. 683 post, 5954 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
